area	gene	indication_mesh_id	indication_mesh_term	abs_or
digestive	PTGER4	D003093	Colitis, Ulcerative	1.072444154427016
digestive	SMAD7	D003093	Colitis, Ulcerative	1.0858526164400326
digestive	SMAD7	D003424	Crohn Disease	1.057
digestive	STAT3	D003093	Colitis, Ulcerative	1.0936784069013752
digestive	TNFSF15	D003093	Colitis, Ulcerative	1.13
digestive	TNFSF15	D003424	Crohn Disease	1.1517793413963
oncology	AR	D011471	Prostatic Neoplasms	1.06
oncology	CASP8	D008175	Lung Neoplasms	1.0799999999999998
oncology	CCNE1	D001943	Breast Neoplasms	1.07
oncology	CDK6	D011471	Prostatic Neoplasms	1.056
oncology	CDKN1A	D015179	Colorectal Neoplasms	1.09
oncology	CYP19A1	D001943	Breast Neoplasms	1.11354
oncology	EDNRB	D005770	Gastrointestinal Neoplasms	1.11
oncology	EPAS1	D007680	Kidney Neoplasms	1.1800000000000002
oncology	ERBB4	D001943	Breast Neoplasms	1.0729614
oncology	ESR1	D001943	Breast Neoplasms	1.04195629596547
oncology	ESR1	D009369	Neoplasms	1.1737089
oncology	FGFR2	D001943	Breast Neoplasms	1.1699999999999997
oncology	FGFR2	D011471	Prostatic Neoplasms	1.0602449856945968
oncology	FGFR2	D013736	Testicular Neoplasms	1.0602449856945968
oncology	FSHR	D010051	Ovarian Neoplasms	1.1500000000000006
oncology	ITGB8	D011471	Prostatic Neoplasms	1.0509557623495804
oncology	KLK3	D011471	Prostatic Neoplasms	1.1218734375719388
oncology	MAP3K1	D001943	Breast Neoplasms	1.1300000000000006
oncology	MAP3K1	D009369	Neoplasms	1.1764705
oncology	MYC	D001943	Breast Neoplasms	1.07
oncology	MYC	D011471	Prostatic Neoplasms	1.0760533044884926
oncology	NKX3-1	D011471	Prostatic Neoplasms	1.1800000000000002
oncology	NOTCH4	D015179	Colorectal Neoplasms	1.16
oncology	PARP1	D008545	Melanoma	1.0946999999999996
oncology	PTPN1	D015179	Colorectal Neoplasms	1.0700000000000005
oncology	TYR	D008545	Melanoma	1.17
oncology	TYRP1	D008545	Melanoma	1.0727311
oncology	VEGFA	D011471	Prostatic Neoplasms	1.039
oncology	VEGFA	D014565	Urogenital Neoplasms	1.039
oncology	WT1	D010051	Ovarian Neoplasms	1.09330749409612
cardiovascular	ACE	D006973	Hypertension	1.0087938002685946
cardiovascular	ADRB1	D006973	Hypertension	1.01223251259078
cardiovascular	AGT	D006973	Hypertension	1.0081080133403597
cardiovascular	CETP	D050197	Atherosclerosis	1.0381081810730044
cardiovascular	F11	D013927	Thrombosis	1.00332352068833
cardiovascular	F11	D020246	Venous Thrombosis	1.00332352068833
cardiovascular	F2	D013927	Thrombosis	1.01585934539419
cardiovascular	F2	D020246	Venous Thrombosis	1.01585934539419
cardiovascular	GUCY1A1	D050197	Atherosclerosis	1.0700000000000005
cardiovascular	HCN4	D001281	Atrial Fibrillation	1.19
cardiovascular	KCND3	D001281	Atrial Fibrillation	1.11
cardiovascular	KCNH2	D001281	Atrial Fibrillation	1.0600000000000003
cardiovascular	KCNJ5	D001281	Atrial Fibrillation	1.18
cardiovascular	LPA	D002318	Cardiovascular Diseases	1.03904050920002
cardiovascular	LPA	D050197	Atherosclerosis	1.11037744714958
cardiovascular	NOS3	D020521	Stroke	1.0500000000000005
cardiovascular	NPR1	D006973	Hypertension	1.02726989927706
cardiovascular	PCSK9	D050197	Atherosclerosis	1.0799999999999998
cardiovascular	PDE3A	D050197	Atherosclerosis	1.04707441095694
cardiovascular	SCN5A	D001281	Atrial Fibrillation	1.04
cardiovascular	VDR	D006973	Hypertension	1.0191901078602
cardiovascular	VEGFA	D050197	Atherosclerosis	1.03935465862725
cardiovascular	VWF	D013927	Thrombosis	1.0016128692768
cardiovascular	VWF	D020246	Venous Thrombosis	1.0016128692768
neurology	APP	D000544	Alzheimer Disease	1.05263157894737
neurology	APP	D003704	Dementia	1.05263157894737
neurology	APP	D013494	Supranuclear Palsy, Progressive	1.05263157894737
neurology	C9orf72	D000690	Amyotrophic Lateral Sclerosis	1.1981755202240474
neurology	C9orf72	D057180	Frontotemporal Dementia	1.1981755202240474
neurology	CALCB	D008881	Migraine Disorders	1.0020787876893946
neurology	CXCR4	D009103	Multiple Sclerosis	1.0836000000000003
neurology	GCH1	D010300	Parkinson Disease	1.1099999999999999
neurology	GRIA1	D012893	Sleep Wake Disorders	1.0395011000000003
neurology	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	1.074
neurology	HCRTR2	D009290	Narcolepsy	1.074
neurology	HCRTR2	D012893	Sleep Wake Disorders	1.074
neurology	IL12B	D009103	Multiple Sclerosis	1.0877999999999999
neurology	IL7R	D009103	Multiple Sclerosis	1.1169440411035407
neurology	LRRK2	D010300	Parkinson Disease	1.155
neurology	NOS3	D020521	Stroke	1.0500000000000005
neurology	SCN1A	D004827	Epilepsy	1.0850000000000002
neurology	SCN1A	D004829	Epilepsy, Generalized	1.0850000000000002
neurology	TNFRSF1A	D009103	Multiple Sclerosis	1.1176
neurology	TRPM8	D008881	Migraine Disorders	1.1800000000000002
congenital	APOB	D006938	Hyperlipoproteinemia Type II	1.0188396686435812
congenital	APOE	D006938	Hyperlipoproteinemia Type II	1.02970999052678
congenital	CD200R1	D003876	Dermatitis, Atopic	1.0638297872340425
congenital	CETP	D006938	Hyperlipoproteinemia Type II	1.0989010989010988
congenital	IL13	D003876	Dermatitis, Atopic	1.0974617352680827
congenital	IL2RA	D003876	Dermatitis, Atopic	1.0869565217391304
congenital	PCSK9	D006938	Hyperlipoproteinemia Type II	1.048702305193816
congenital	TNFSF4	D003876	Dermatitis, Atopic	1.08209610704895
congenital	VEGFA	D012174	Retinitis Pigmentosa	1.1500000000000006
infection	IFNAR2	D000086382	COVID-19	1.06391021185041
endocrine	CALCR	D003924	Diabetes Mellitus, Type 2	1.0399999999999996
endocrine	FGFR1	D003924	Diabetes Mellitus, Type 2	1.0399999999999996
endocrine	FGFR4	D003924	Diabetes Mellitus, Type 2	1.06
endocrine	GCK	D003924	Diabetes Mellitus, Type 2	1.05675194393065
endocrine	GIPR	D003924	Diabetes Mellitus, Type 2	1.08
endocrine	GLP1R	D003924	Diabetes Mellitus, Type 2	1.0900000000000005
endocrine	GLP2R	D003924	Diabetes Mellitus, Type 2	1.06
endocrine	IL2RA	D003922	Diabetes Mellitus, Type 1	1.175
endocrine	IL7R	D003922	Diabetes Mellitus, Type 1	1.113054034711086
endocrine	INSR	D003924	Diabetes Mellitus, Type 2	1.05
endocrine	KCNJ11	D003920	Diabetes Mellitus	1.0037798356285303
endocrine	KCNJ11	D003924	Diabetes Mellitus, Type 2	1.1400000000000006
endocrine	MC4R	D003924	Diabetes Mellitus, Type 2	1.08
endocrine	PPARG	D003924	Diabetes Mellitus, Type 2	1.1400000000000006
endocrine	VEGFA	D003924	Diabetes Mellitus, Type 2	1.0561180829416046
respiratory	ADORA1	D001249	Asthma	1.0479999999999998
respiratory	ADORA1	D029424	Pulmonary Disease, Chronic Obstructive	1.0479999999999998
respiratory	GATA3	D001249	Asthma	1.1111111999999996
respiratory	GATA3	D029424	Pulmonary Disease, Chronic Obstructive	1.1111111999999996
respiratory	IFNAR2	D000086382	COVID-19	1.06391021185041
respiratory	IL13	D001249	Asthma	1.1235955
respiratory	IL13	D029424	Pulmonary Disease, Chronic Obstructive	1.1235955
respiratory	IL33	D001249	Asthma	1.1627907
respiratory	IL33	D029424	Pulmonary Disease, Chronic Obstructive	1.1627907
respiratory	IL33	D065631	Rhinitis, Allergic	1.08
respiratory	IL4R	D001249	Asthma	1.139
respiratory	IL4R	D029424	Pulmonary Disease, Chronic Obstructive	1.139
respiratory	IL4R	D065631	Rhinitis, Allergic	1.139
respiratory	IL6	D001249	Asthma	1.04112
respiratory	NFKB1	D001249	Asthma	1.0416667
respiratory	PDE4D	D001249	Asthma	1.18
respiratory	PDE4D	D029424	Pulmonary Disease, Chronic Obstructive	1.18
respiratory	PDE4D	D065631	Rhinitis, Allergic	1.18
respiratory	TNFSF4	D001249	Asthma	1.053
respiratory	TNFSF4	D065631	Rhinitis, Allergic	1.053
respiratory	TSLP	D001249	Asthma	1.17
respiratory	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	1.17
metabolic	ABCA1	D006949	Hyperlipidemias	1.0064447787875561
metabolic	ANGPTL4	D015228	Hypertriglyceridemia	1.0138351317632193
metabolic	APOB	D006937	Hypercholesterolemia	1.0188396686435812
metabolic	APOB	D006938	Hyperlipoproteinemia Type II	1.0188396686435812
metabolic	APOB	D006949	Hyperlipidemias	1.0188396686435812
metabolic	APOB	D015228	Hypertriglyceridemia	1.0188396686435812
metabolic	APOE	D006938	Hyperlipoproteinemia Type II	1.02970999052678
metabolic	C9orf72	D000690	Amyotrophic Lateral Sclerosis	1.1981755202240474
metabolic	C9orf72	D057180	Frontotemporal Dementia	1.1981755202240474
metabolic	CALCR	D003924	Diabetes Mellitus, Type 2	1.0399999999999996
metabolic	CETP	D006937	Hypercholesterolemia	1.0989010989010988
metabolic	CETP	D006938	Hyperlipoproteinemia Type II	1.0989010989010988
metabolic	CETP	D006949	Hyperlipidemias	1.0989010989010988
metabolic	ESR1	D010024	Osteoporosis	1.00147021971486
metabolic	FGFR1	D003924	Diabetes Mellitus, Type 2	1.0399999999999996
metabolic	FGFR4	D003924	Diabetes Mellitus, Type 2	1.06
metabolic	GCK	D003924	Diabetes Mellitus, Type 2	1.05675194393065
metabolic	GIPR	D003924	Diabetes Mellitus, Type 2	1.08
metabolic	GLP1R	D003924	Diabetes Mellitus, Type 2	1.0900000000000005
metabolic	GLP2R	D003924	Diabetes Mellitus, Type 2	1.06
metabolic	HMGCR	D006937	Hypercholesterolemia	1.01099652212723
metabolic	HMGCR	D006949	Hyperlipidemias	1.01099652212723
metabolic	HMGCR	D050171	Dyslipidemias	1.12
metabolic	IL2RA	D003922	Diabetes Mellitus, Type 1	1.175
metabolic	IL7R	D003922	Diabetes Mellitus, Type 1	1.113054034711086
metabolic	INSR	D003924	Diabetes Mellitus, Type 2	1.05
metabolic	KCNJ11	D003920	Diabetes Mellitus	1.0037798356285303
metabolic	KCNJ11	D003924	Diabetes Mellitus, Type 2	1.1400000000000006
metabolic	LPA	D006949	Hyperlipidemias	1.02000048215801
metabolic	LPL	D015228	Hypertriglyceridemia	1.0089804040264763
metabolic	MC4R	D003924	Diabetes Mellitus, Type 2	1.08
metabolic	MC4R	D009765	Obesity	1.19
metabolic	NPC1L1	D006949	Hyperlipidemias	1.00663296129415
metabolic	NPC1L1	D050171	Dyslipidemias	1.00663296129415
metabolic	PCSK9	D006937	Hypercholesterolemia	1.048702305193816
metabolic	PCSK9	D006938	Hyperlipoproteinemia Type II	1.048702305193816
metabolic	PCSK9	D006949	Hyperlipidemias	1.048702305193816
metabolic	PPARG	D003924	Diabetes Mellitus, Type 2	1.1400000000000006
metabolic	SOST	D001851	Bone Diseases, Metabolic	1.0029548369500927
metabolic	SOST	D010024	Osteoporosis	1.0029548369500927
metabolic	VEGFA	D003924	Diabetes Mellitus, Type 2	1.0561180829416046
