area	gene	indication_mesh_id	indication_mesh_term	gene_count
dermatology	CD28	D015535	Arthritis, Psoriatic	117
dermatology	CD40	D001172	Arthritis, Rheumatoid	126
dermatology	CD40	D008180	Lupus Erythematosus, Systemic	141
dermatology	CD40	D008181	Lupus Nephritis	141
dermatology	CD40	D012859	Sjogren's Syndrome	126
dermatology	CD80	D008180	Lupus Erythematosus, Systemic	141
dermatology	CTLA4	D001172	Arthritis, Rheumatoid	126
dermatology	CTLA4	D008180	Lupus Erythematosus, Systemic	141
dermatology	DPP4	D001172	Arthritis, Rheumatoid	126
dermatology	ESR1	D006177	Gynecomastia	194
dermatology	GATA3	D003876	Dermatitis, Atopic	69
dermatology	HLA-DRB1	D001172	Arthritis, Rheumatoid	126
dermatology	ICOSLG	D001172	Arthritis, Rheumatoid	126
dermatology	ICOSLG	D012859	Sjogren's Syndrome	126
dermatology	IFNG	D011565	Psoriasis	117
dermatology	IL12B	D011565	Psoriasis	117
dermatology	IL12B	D013625	Takayasu Arteritis	16
dermatology	IL12B	D015535	Arthritis, Psoriatic	12
dermatology	IL12RB2	D001172	Arthritis, Rheumatoid	126
dermatology	IL13	D003876	Dermatitis, Atopic	69
dermatology	IL13	D011565	Psoriasis	117
dermatology	IL1B	D000152	Acne Vulgaris	38
dermatology	IL2	D011565	Psoriasis	117
dermatology	IL23R	D011565	Psoriasis	117
dermatology	IL23R	D015535	Arthritis, Psoriatic	29
dermatology	IL2RA	D001172	Arthritis, Rheumatoid	126
dermatology	IL2RA	D003876	Dermatitis, Atopic	69
dermatology	IL2RA	D012859	Sjogren's Syndrome	126
dermatology	IL33	D003876	Dermatitis, Atopic	140
dermatology	IL4R	D003876	Dermatitis, Atopic	140
dermatology	IL6R	D001172	Arthritis, Rheumatoid	126
dermatology	INPP5D	D003876	Dermatitis, Atopic	69
dermatology	JAK2	D008180	Lupus Erythematosus, Systemic	141
dermatology	JAK2	D011565	Psoriasis	117
dermatology	JAK2	D015535	Arthritis, Psoriatic	117
dermatology	MAPK14	D017719	Diabetic Foot	1
dermatology	MC1R	D000417	Albinism	11
dermatology	MC1R	D010787	Photosensitivity Disorders	58
dermatology	NFKB1	D003876	Dermatitis, Atopic	140
dermatology	NFKB1	D008181	Lupus Nephritis	5
dermatology	PRKCB	D001172	Arthritis, Rheumatoid	126
dermatology	PRKCB	D008180	Lupus Erythematosus, Systemic	141
dermatology	SOAT1	D000152	Acne Vulgaris	38
dermatology	SOAT1	D012628	Dermatitis, Seborrheic	38
dermatology	STAT3	D011565	Psoriasis	117
dermatology	TNFRSF1A	D015535	Arthritis, Psoriatic	29
dermatology	TNFSF4	D003876	Dermatitis, Atopic	69
dermatology	TSLP	D003876	Dermatitis, Atopic	140
dermatology	TYK2	D001172	Arthritis, Rheumatoid	126
dermatology	TYK2	D011565	Psoriasis	117
dermatology	TYK2	D012859	Sjogren's Syndrome	126
dermatology	TYK2	D015535	Arthritis, Psoriatic	117
signs/symptoms	APP	D013494	Supranuclear Palsy, Progressive	90
signs/symptoms	AVPR1A	D018805	Sepsis	410
signs/symptoms	CALCR	D009765	Obesity	1499
signs/symptoms	CRP	D007249	Inflammation	410
signs/symptoms	CYP7A1	D042882	Gallstones	43
signs/symptoms	FCGRT	D016553	Purpura, Thrombocytopenic, Idiopathic	917
signs/symptoms	FGFR1	D009765	Obesity	1499
signs/symptoms	FGFR4	D009765	Obesity	1499
signs/symptoms	GFRAL	D009765	Obesity	1499
signs/symptoms	GIPR	D009765	Obesity	1499
signs/symptoms	GLP1R	D009765	Obesity	1499
signs/symptoms	GRIA1	D012893	Sleep Wake Disorders	175
signs/symptoms	HCN4	D001281	Atrial Fibrillation	144
signs/symptoms	HCRTR1	D012893	Sleep Wake Disorders	197
signs/symptoms	HCRTR2	D012893	Sleep Wake Disorders	197
signs/symptoms	HTR1A	D009765	Obesity	1499
signs/symptoms	IL12B	D008105	Liver Cirrhosis, Biliary	51
signs/symptoms	IL18	D007249	Inflammation	410
signs/symptoms	IL1RN	D007249	Inflammation	410
signs/symptoms	IL33	D009298	Nasal Polyps	17
signs/symptoms	IL6	D007249	Inflammation	410
signs/symptoms	INSR	D009765	Obesity	1499
signs/symptoms	KCND3	D001281	Atrial Fibrillation	144
signs/symptoms	KCNH2	D001281	Atrial Fibrillation	144
signs/symptoms	KCNJ5	D001281	Atrial Fibrillation	144
signs/symptoms	LEPR	D009765	Obesity	1499
signs/symptoms	MAPK1	D009765	Obesity	1499
signs/symptoms	MAPT	D013494	Supranuclear Palsy, Progressive	7
signs/symptoms	MC4R	D009765	Obesity	1499
signs/symptoms	MTNR1B	D012893	Sleep Wake Disorders	197
signs/symptoms	NLRP3	D007249	Inflammation	410
signs/symptoms	NPY	D009765	Obesity	1499
signs/symptoms	NR1H4	D007249	Inflammation	410
signs/symptoms	NR3C1	D009765	Obesity	1499
signs/symptoms	OPRM1	D009765	Obesity	1499
signs/symptoms	PLG	D009203	Myocardial Infarction	97
signs/symptoms	PPARA	D009765	Obesity	1499
signs/symptoms	PPARD	D009765	Obesity	1499
signs/symptoms	PPARG	D009765	Obesity	1499
signs/symptoms	SCN5A	D001145	Arrhythmias, Cardiac	211
signs/symptoms	SCN5A	D001281	Atrial Fibrillation	144
signs/symptoms	SCN5A	D017180	Tachycardia, Ventricular	109
signs/symptoms	SLC6A3	D012893	Sleep Wake Disorders	197
signs/symptoms	SLC6A4	D009765	Obesity	1499
signs/symptoms	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic	917
signs/symptoms	TNFRSF1A	D007249	Inflammation	410
signs/symptoms	TNFRSF1A	D008103	Liver Cirrhosis	16
signs/symptoms	TNFRSF1A	D018805	Sepsis	410
signs/symptoms	TSLP	D009298	Nasal Polyps	17
immune	ADORA1	D001249	Asthma	1103
immune	ADRB2	D001249	Asthma	1103
immune	C3	D008181	Lupus Nephritis	141
immune	CD200R1	D003876	Dermatitis, Atopic	140
immune	CD28	D001172	Arthritis, Rheumatoid	126
immune	CD28	D001327	Autoimmune Diseases	109
immune	CD28	D012859	Sjogren's Syndrome	126
immune	CD40	D001172	Arthritis, Rheumatoid	126
immune	CD40	D008180	Lupus Erythematosus, Systemic	141
immune	CD40	D008181	Lupus Nephritis	141
immune	CD40	D012859	Sjogren's Syndrome	126
immune	CD6	D009103	Multiple Sclerosis	154
immune	CD80	D008180	Lupus Erythematosus, Systemic	141
immune	CHRM3	D001249	Asthma	1103
immune	CHRM3	D065631	Rhinitis, Allergic	1103
immune	CTLA4	D001172	Arthritis, Rheumatoid	126
immune	CTLA4	D008180	Lupus Erythematosus, Systemic	141
immune	CXCR4	D009103	Multiple Sclerosis	154
immune	DPP4	D001172	Arthritis, Rheumatoid	126
immune	FCGRT	D016553	Purpura, Thrombocytopenic, Idiopathic	917
immune	FGFR3	D001249	Asthma	1103
immune	GATA3	D001249	Asthma	1103
immune	GATA3	D003876	Dermatitis, Atopic	69
immune	HLA-DRB1	D001172	Arthritis, Rheumatoid	126
immune	ICOSLG	D001172	Arthritis, Rheumatoid	126
immune	ICOSLG	D012859	Sjogren's Syndrome	126
immune	IL12B	D001327	Autoimmune Diseases	109
immune	IL12B	D009103	Multiple Sclerosis	154
immune	IL12RB2	D001172	Arthritis, Rheumatoid	126
immune	IL13	D001249	Asthma	1103
immune	IL13	D003876	Dermatitis, Atopic	69
immune	IL13	D057765	Eosinophilic Esophagitis	695
immune	IL1B	D006967	Hypersensitivity	110
immune	IL2RA	D001172	Arthritis, Rheumatoid	126
immune	IL2RA	D001327	Autoimmune Diseases	109
immune	IL2RA	D003876	Dermatitis, Atopic	69
immune	IL2RA	D003922	Diabetes Mellitus, Type 1	135
immune	IL2RA	D012859	Sjogren's Syndrome	126
immune	IL33	D001249	Asthma	1103
immune	IL33	D001327	Autoimmune Diseases	109
immune	IL33	D003876	Dermatitis, Atopic	140
immune	IL33	D065631	Rhinitis, Allergic	44
immune	IL4R	D001249	Asthma	1103
immune	IL4R	D003876	Dermatitis, Atopic	140
immune	IL4R	D006967	Hypersensitivity	110
immune	IL4R	D057765	Eosinophilic Esophagitis	695
immune	IL4R	D065631	Rhinitis, Allergic	1103
immune	IL5RA	D057765	Eosinophilic Esophagitis	695
immune	IL6	D001249	Asthma	1103
immune	IL6R	D001172	Arthritis, Rheumatoid	126
immune	IL7R	D001327	Autoimmune Diseases	109
immune	IL7R	D003922	Diabetes Mellitus, Type 1	135
immune	IL7R	D009103	Multiple Sclerosis	154
immune	INPP5D	D003876	Dermatitis, Atopic	69
immune	INS	D003922	Diabetes Mellitus, Type 1	135
immune	JAK2	D008180	Lupus Erythematosus, Systemic	141
immune	MMP12	D001249	Asthma	128
immune	NFKB1	D001249	Asthma	44
immune	NFKB1	D003876	Dermatitis, Atopic	140
immune	NFKB1	D006967	Hypersensitivity	110
immune	NFKB1	D008181	Lupus Nephritis	5
immune	NR3C1	D001249	Asthma	1103
immune	NR3C1	D057765	Eosinophilic Esophagitis	695
immune	NR3C1	D065631	Rhinitis, Allergic	1103
immune	PDE3A	D001249	Asthma	1103
immune	PDE4D	D001249	Asthma	1103
immune	PDE4D	D065631	Rhinitis, Allergic	1103
immune	PRKCB	D001172	Arthritis, Rheumatoid	126
immune	PRKCB	D008180	Lupus Erythematosus, Systemic	141
immune	PTGER4	D006967	Hypersensitivity	110
immune	S1PR1	D057765	Eosinophilic Esophagitis	695
immune	S1PR4	D057765	Eosinophilic Esophagitis	695
immune	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic	917
immune	TNFRSF1A	D009103	Multiple Sclerosis	154
immune	TNFSF15	D001249	Asthma	1103
immune	TNFSF4	D001249	Asthma	1103
immune	TNFSF4	D003876	Dermatitis, Atopic	69
immune	TNFSF4	D065631	Rhinitis, Allergic	1103
immune	TSLP	D001249	Asthma	1103
immune	TSLP	D003876	Dermatitis, Atopic	140
immune	TYK2	D001172	Arthritis, Rheumatoid	126
immune	TYK2	D001327	Autoimmune Diseases	109
immune	TYK2	D012859	Sjogren's Syndrome	126
psychiatry	ADRB1	D000544	Alzheimer Disease	381
psychiatry	ALDH2	D000437	Alcoholism	7
psychiatry	ALDH2	D019973	Alcohol-Related Disorders	7
psychiatry	APOE	D000544	Alzheimer Disease	90
psychiatry	APP	D000544	Alzheimer Disease	90
psychiatry	APP	D003704	Dementia	90
psychiatry	C9orf72	D057180	Frontotemporal Dementia	23
psychiatry	CACNA2D1	D001008	Anxiety Disorders	235
psychiatry	CD33	D000544	Alzheimer Disease	90
psychiatry	CHRNA4	D014029	Tobacco Use Disorder	47
psychiatry	CYP2A6	D014029	Tobacco Use Disorder	47
psychiatry	DRD2	D000437	Alcoholism	92
psychiatry	DRD2	D001008	Anxiety Disorders	126
psychiatry	DRD2	D001714	Bipolar Disorder	100
psychiatry	DRD2	D003863	Depression	186
psychiatry	DRD2	D003865	Depressive Disorder, Major	135
psychiatry	DRD2	D011618	Psychotic Disorders	236
psychiatry	DRD2	D012559	Schizophrenia	236
psychiatry	GRIA1	D012559	Schizophrenia	236
psychiatry	GRIA1	D012893	Sleep Wake Disorders	175
psychiatry	GRIN2B	D000544	Alzheimer Disease	90
psychiatry	GRM3	D001008	Anxiety Disorders	126
psychiatry	GRM3	D011618	Psychotic Disorders	236
psychiatry	GRM3	D012559	Schizophrenia	236
psychiatry	GRM5	D001008	Anxiety Disorders	126
psychiatry	GRM5	D003865	Depressive Disorder, Major	135
psychiatry	GRM5	D009771	Obsessive-Compulsive Disorder	126
psychiatry	GRN	D057180	Frontotemporal Dementia	1
psychiatry	HCRTR1	D007319	Sleep Initiation and Maintenance Disorders	197
psychiatry	HCRTR1	D012893	Sleep Wake Disorders	197
psychiatry	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	197
psychiatry	HCRTR2	D009290	Narcolepsy	197
psychiatry	HCRTR2	D012893	Sleep Wake Disorders	197
psychiatry	HTR1A	D007319	Sleep Initiation and Maintenance Disorders	197
psychiatry	HTR6	D001714	Bipolar Disorder	100
psychiatry	MAPT	D000544	Alzheimer Disease	381
psychiatry	MTNR1B	D007319	Sleep Initiation and Maintenance Disorders	197
psychiatry	MTNR1B	D012893	Sleep Wake Disorders	197
psychiatry	MTNR1B	D020178	Sleep Disorders, Circadian Rhythm	333
psychiatry	OPRM1	D009293	Opioid-Related Disorders	5
psychiatry	OPRM1	D019966	Substance-Related Disorders	5
psychiatry	PDE10A	D001714	Bipolar Disorder	100
psychiatry	PTPRS	D000544	Alzheimer Disease	381
psychiatry	SCN2A	D001714	Bipolar Disorder	100
psychiatry	SLC6A3	D009290	Narcolepsy	197
psychiatry	SLC6A3	D012148	Restless Legs Syndrome	197
psychiatry	SLC6A3	D012893	Sleep Wake Disorders	197
psychiatry	SLC6A3	D020920	Dyssomnias	197
psychiatry	SLC7A11	D001008	Anxiety Disorders	126
psychiatry	SLC7A11	D003863	Depression	186
psychiatry	SLC7A11	D009771	Obsessive-Compulsive Disorder	126
digestive	CASP8	D008107	Liver Diseases	672
digestive	CCL20	D003093	Colitis, Ulcerative	181
digestive	CD40	D003093	Colitis, Ulcerative	178
digestive	CD40	D003424	Crohn Disease	164
digestive	CYP7A1	D042882	Gallstones	43
digestive	HSD17B13	D065626	Non-alcoholic Fatty Liver Disease	39
digestive	IFNG	D003424	Crohn Disease	178
digestive	IL12B	D003093	Colitis, Ulcerative	181
digestive	IL12B	D003424	Crohn Disease	164
digestive	IL12B	D008105	Liver Cirrhosis, Biliary	51
digestive	IL13	D057765	Eosinophilic Esophagitis	695
digestive	IL23R	D003093	Colitis, Ulcerative	181
digestive	IL23R	D003424	Crohn Disease	164
digestive	IL23R	D015212	Inflammatory Bowel Diseases	178
digestive	IL2RA	D003093	Colitis, Ulcerative	178
digestive	IL4R	D057765	Eosinophilic Esophagitis	695
digestive	IL5RA	D057765	Eosinophilic Esophagitis	695
digestive	ITGA4	D003093	Colitis, Ulcerative	178
digestive	ITGA4	D015212	Inflammatory Bowel Diseases	178
digestive	ITGAV	D003424	Crohn Disease	178
digestive	JAK2	D003093	Colitis, Ulcerative	181
digestive	JAK2	D003424	Crohn Disease	164
digestive	MAP3K8	D003093	Colitis, Ulcerative	178
digestive	MAP3K8	D015212	Inflammatory Bowel Diseases	178
digestive	MMP9	D003093	Colitis, Ulcerative	164
digestive	MMP9	D003424	Crohn Disease	164
digestive	NFKB1	D003093	Colitis, Ulcerative	181
digestive	NFKB1	D003424	Crohn Disease	181
digestive	NR1H4	D008107	Liver Diseases	672
digestive	NR3C1	D057765	Eosinophilic Esophagitis	695
digestive	PDE4B	D003093	Colitis, Ulcerative	181
digestive	PDE4B	D003424	Crohn Disease	181
digestive	PDE4B	D015212	Inflammatory Bowel Diseases	181
digestive	PNPLA3	D065626	Non-alcoholic Fatty Liver Disease	39
digestive	PPARG	D065626	Non-alcoholic Fatty Liver Disease	39
digestive	PRKCB	D003093	Colitis, Ulcerative	181
digestive	PTGER4	D003093	Colitis, Ulcerative	178
digestive	S1PR1	D057765	Eosinophilic Esophagitis	695
digestive	S1PR4	D057765	Eosinophilic Esophagitis	695
digestive	SMAD7	D003093	Colitis, Ulcerative	181
digestive	SMAD7	D003424	Crohn Disease	178
digestive	STAT3	D003093	Colitis, Ulcerative	181
digestive	TNFRSF1A	D008103	Liver Cirrhosis	16
digestive	TNFSF15	D003093	Colitis, Ulcerative	181
digestive	TNFSF15	D003424	Crohn Disease	164
oncology	ALCAM	D001943	Breast Neoplasms	194
oncology	AR	D011471	Prostatic Neoplasms	209
oncology	BCL2	D008224	Lymphoma, Follicular	5
oncology	BCL2	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	30
oncology	BCL2	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	30
oncology	CASP8	D008175	Lung Neoplasms	13
oncology	CCND1	D001943	Breast Neoplasms	194
oncology	CCNE1	D001943	Breast Neoplasms	194
oncology	CDK6	D011471	Prostatic Neoplasms	209
oncology	CDKN1A	D015179	Colorectal Neoplasms	89
oncology	CHEK2	D006258	Head and Neck Neoplasms	17
oncology	CHEK2	D015179	Colorectal Neoplasms	17
oncology	CYP19A1	D001943	Breast Neoplasms	194
oncology	EDNRB	D005770	Gastrointestinal Neoplasms	89
oncology	EGFR	D005909	Glioblastoma	10
oncology	EGFR	D008527	Medulloblastoma	21
oncology	EGFR	D018242	Neuroectodermal Tumors, Primitive	21
oncology	EPAS1	D007680	Kidney Neoplasms	13
oncology	ERBB4	D001943	Breast Neoplasms	194
oncology	ESR1	D001943	Breast Neoplasms	194
oncology	ESR1	D009369	Neoplasms	76
oncology	FGFR2	D001943	Breast Neoplasms	194
oncology	FGFR2	D009369	Neoplasms	76
oncology	FGFR2	D011471	Prostatic Neoplasms	209
oncology	FGFR2	D013736	Testicular Neoplasms	209
oncology	FLT4	D006258	Head and Neck Neoplasms	32
oncology	FLT4	D009303	Nasopharyngeal Neoplasms	32
oncology	FSHR	D010051	Ovarian Neoplasms	21
oncology	GNRH1	D007889	Leiomyoma	54
oncology	IL13	D006689	Hodgkin Disease	18
oncology	ITGB8	D011471	Prostatic Neoplasms	209
oncology	JAK2	D011087	Polycythemia Vera	11
oncology	JAK2	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	11
oncology	JAK2	D019337	Hematologic Neoplasms	11
oncology	KLK2	D011471	Prostatic Neoplasms	209
oncology	KLK3	D011471	Prostatic Neoplasms	209
oncology	LHCGR	D010051	Ovarian Neoplasms	21
oncology	LHCGR	D011085	Polycystic Ovary Syndrome	21
oncology	MAP3K1	D001943	Breast Neoplasms	194
oncology	MAP3K1	D009369	Neoplasms	76
oncology	MC1R	D014983	Xeroderma Pigmentosum	58
oncology	MC1R	D018307	Neoplasms, Squamous Cell	32
oncology	MDM4	D001943	Breast Neoplasms	194
oncology	MSLN	D009369	Neoplasms	76
oncology	MYC	D001943	Breast Neoplasms	194
oncology	MYC	D008223	Lymphoma	2
oncology	MYC	D011471	Prostatic Neoplasms	209
oncology	NKX3-1	D011471	Prostatic Neoplasms	209
oncology	NOTCH2	D001943	Breast Neoplasms	194
oncology	NOTCH4	D015179	Colorectal Neoplasms	89
oncology	PARP1	D008545	Melanoma	51
oncology	PIK3C2B	D009369	Neoplasms	76
oncology	PTPN1	D015179	Colorectal Neoplasms	89
oncology	TNFRSF13B	D009101	Multiple Myeloma	20
oncology	TYR	D008545	Melanoma	51
oncology	TYRP1	D008545	Melanoma	51
oncology	VEGFA	D011471	Prostatic Neoplasms	209
oncology	VEGFA	D014565	Urogenital Neoplasms	209
oncology	WT1	D010051	Ovarian Neoplasms	13
cardiovascular	ACE	D006973	Hypertension	1365
cardiovascular	ADRA1A	D006973	Hypertension	1365
cardiovascular	ADRA2C	D006973	Hypertension	1365
cardiovascular	ADRB1	D006973	Hypertension	1365
cardiovascular	ADRB2	D006973	Hypertension	1365
cardiovascular	AGT	D006973	Hypertension	1365
cardiovascular	CETP	D050197	Atherosclerosis	221
cardiovascular	CYP11B2	D006973	Hypertension	1365
cardiovascular	EDNRA	D006973	Hypertension	1365
cardiovascular	F11	D013927	Thrombosis	8
cardiovascular	F11	D020246	Venous Thrombosis	11
cardiovascular	F2	D013927	Thrombosis	11
cardiovascular	F2	D020246	Venous Thrombosis	11
cardiovascular	FCGR2A	D014657	Vasculitis	9
cardiovascular	GP6	D013927	Thrombosis	8
cardiovascular	GUCY1A1	D050197	Atherosclerosis	221
cardiovascular	GUCY1B1	D050197	Atherosclerosis	221
cardiovascular	HCN4	D001281	Atrial Fibrillation	144
cardiovascular	IL12B	D013625	Takayasu Arteritis	16
cardiovascular	KCND3	D001281	Atrial Fibrillation	144
cardiovascular	KCNH2	D001281	Atrial Fibrillation	144
cardiovascular	KCNJ5	D001281	Atrial Fibrillation	144
cardiovascular	LPA	D002318	Cardiovascular Diseases	260
cardiovascular	LPA	D050197	Atherosclerosis	24
cardiovascular	MAPK14	D017719	Diabetic Foot	1
cardiovascular	MME	D006973	Hypertension	1365
cardiovascular	NOS3	D020521	Stroke	50
cardiovascular	NPR1	D006973	Hypertension	1365
cardiovascular	PCSK9	D050197	Atherosclerosis	52
cardiovascular	PDE3A	D020521	Stroke	50
cardiovascular	PDE3A	D050197	Atherosclerosis	221
cardiovascular	PDE5A	D006973	Hypertension	1365
cardiovascular	PLG	D009203	Myocardial Infarction	97
cardiovascular	REN	D006973	Hypertension	1365
cardiovascular	SCN5A	D001145	Arrhythmias, Cardiac	211
cardiovascular	SCN5A	D001281	Atrial Fibrillation	144
cardiovascular	SCN5A	D017180	Tachycardia, Ventricular	109
cardiovascular	SLC12A2	D006973	Hypertension	1365
cardiovascular	VDR	D006973	Hypertension	1365
cardiovascular	VEGFA	D050197	Atherosclerosis	221
cardiovascular	VWF	D013927	Thrombosis	11
cardiovascular	VWF	D020246	Venous Thrombosis	11
neurology	ADRB1	D000544	Alzheimer Disease	381
neurology	APOE	D000544	Alzheimer Disease	90
neurology	APP	D000544	Alzheimer Disease	90
neurology	APP	D003704	Dementia	90
neurology	APP	D013494	Supranuclear Palsy, Progressive	90
neurology	C9orf72	D000690	Amyotrophic Lateral Sclerosis	23
neurology	C9orf72	D057180	Frontotemporal Dementia	23
neurology	CALCB	D008881	Migraine Disorders	39
neurology	CBS	D006712	Homocystinuria	5
neurology	CD33	D000544	Alzheimer Disease	90
neurology	CD6	D009103	Multiple Sclerosis	154
neurology	CXCR4	D009103	Multiple Sclerosis	154
neurology	FYN	D010300	Parkinson Disease	83
neurology	GABRA2	D004827	Epilepsy	11
neurology	GABRA2	D004829	Epilepsy, Generalized	11
neurology	GCH1	D010300	Parkinson Disease	83
neurology	GRIA1	D012893	Sleep Wake Disorders	175
neurology	GRIN2B	D000544	Alzheimer Disease	90
neurology	GRN	D057180	Frontotemporal Dementia	1
neurology	HCRTR1	D007319	Sleep Initiation and Maintenance Disorders	197
neurology	HCRTR1	D012893	Sleep Wake Disorders	197
neurology	HCRTR2	D007319	Sleep Initiation and Maintenance Disorders	197
neurology	HCRTR2	D009290	Narcolepsy	197
neurology	HCRTR2	D012893	Sleep Wake Disorders	197
neurology	HTR1A	D007319	Sleep Initiation and Maintenance Disorders	197
neurology	IL12B	D009103	Multiple Sclerosis	154
neurology	IL7R	D009103	Multiple Sclerosis	154
neurology	LRRK2	D010300	Parkinson Disease	83
neurology	MAPK14	D003929	Diabetic Neuropathies	1
neurology	MAPT	D000544	Alzheimer Disease	381
neurology	MAPT	D013494	Supranuclear Palsy, Progressive	7
neurology	MTNR1B	D007319	Sleep Initiation and Maintenance Disorders	197
neurology	MTNR1B	D012893	Sleep Wake Disorders	197
neurology	MTNR1B	D020178	Sleep Disorders, Circadian Rhythm	333
neurology	MTNR1B	D058496	Smith-Magenis Syndrome	333
neurology	NOS3	D020521	Stroke	50
neurology	PDE3A	D020521	Stroke	50
neurology	PTPRS	D000544	Alzheimer Disease	381
neurology	SCN1A	D004827	Epilepsy	10
neurology	SCN1A	D004828	Epilepsies, Partial	3
neurology	SCN1A	D004829	Epilepsy, Generalized	10
neurology	SLC6A3	D009290	Narcolepsy	197
neurology	SLC6A3	D012148	Restless Legs Syndrome	197
neurology	SLC6A3	D012893	Sleep Wake Disorders	197
neurology	SLC6A3	D020920	Dyssomnias	197
neurology	SNCA	D010300	Parkinson Disease	83
neurology	SNCA	D019578	Multiple System Atrophy	83
neurology	TNFRSF1A	D009103	Multiple Sclerosis	154
neurology	TRPM8	D008881	Migraine Disorders	39
congenital	ALPL	D007014	Hypophosphatasia	477
congenital	APOA1	D006938	Hyperlipoproteinemia Type II	509
congenital	APOA1	D052456	Hypoalphalipoproteinemias	509
congenital	APOB	D006938	Hyperlipoproteinemia Type II	4
congenital	APOE	D006938	Hyperlipoproteinemia Type II	360
congenital	BCL11A	D000755	Anemia, Sickle Cell	2
congenital	BCL11A	D013789	Thalassemia	2
congenital	CBS	D006712	Homocystinuria	5
