area	topl	phase	x_yes	n_yes	x_no	n_no	mean_yes	l_yes	u_yes	mean_no	l_no	u_no	rs_mean	rs_l	rs_u	fraction
musculoskeletal	C05	Preclinical	45	64	494	855	0.703125	0.5822979889645707	0.8009484867446021	0.5777777777777777	0.5443954742636894	0.6104643064723582	1.2169471153846154	1.02752438996847	1.4412896629036516	45/64
musculoskeletal	C05	I	29	41	353	468	0.7073170731707317	0.5552053227700284	0.8239081237388657	0.7542735042735043	0.7133027580946658	0.791103956387037	0.9377461479997236	0.7650193700739422	1.1494713369196456	29/41
musculoskeletal	C05	II	14	20	142	300	0.7	0.4810271816464766	0.8545227551323956	0.47333333333333333	0.4175289979894712	0.5298119604758378	1.4788732394366197	1.0838634855009448	2.0178427334978757	14/20
musculoskeletal	C05	III	8	12	72	106	0.6666666666666666	0.39062208887279953	0.861879908908787	0.6792452830188679	0.5854617194006704	0.7604914426201602	0.9814814814814815	0.6442858452626489	1.4951529753045927	8/12
musculoskeletal	C05	I-Launch	8	41	72	468	0.33008130081300807	0.15323088936798024	0.5069317122580359	0.24250604741170775	0.1977109707203455	0.28730112410307	1.2682926829268293	0.6574959884241602	2.4465036409135097	8/41
digestive	C06	Preclinical	65	94	717	1173	0.6914893617021277	0.592143129006893	0.7757990545410262	0.6112531969309463	0.583037168943991	0.6387429171022182	1.1312650227009704	0.9809868870421561	1.3045643815335035	65/94
digestive	C06	I	50	56	505	633	0.8928571428571429	0.7853155482892853	0.9499606442888293	0.7977883096366508	0.7647457637123203	0.827238308270258	1.1191654879773694	1.013835382270923	1.235438623846445	50/56
digestive	C06	II	16	35	137	388	0.45714285714285713	0.30466019288407226	0.6181027493151624	0.35309278350515466	0.3071896126233844	0.40187639498311006	1.294681960375391	0.880682001216801	1.9032992342361135	16/35
digestive	C06	III	10	13	49	89	0.7692307692307693	0.49743624053272506	0.9182047128150144	0.550561797752809	0.44726333152374137	0.6496761189579859	1.3971742543171115	0.9826332014689446	1.9865967219592988	10/13
digestive	C06	I-Launch	10	56	49	633	0.3139717425431711	0.1631674212713672	0.46477606381497505	0.15508956685366726	0.11868483973019137	0.19149429397714315	2.306851311953353	1.2374909637640197	4.300284310177547	10/56
respiratory	C08	Preclinical	50	70	772	1126	0.7142857142857143	0.5994980341827975	0.8067777962128024	0.6856127886323268	0.6579029187320594	0.7120604922727907	1.041820873427091	0.8937064810645471	1.2144823331878642	50/70
respiratory	C08	I	41	46	555	676	0.8913043478260869	0.7696217135574918	0.9526685414190106	0.8210059171597633	0.790318833242344	0.8480652993653527	1.0856247551899725	0.975580031974742	1.208082443729026	41/46
respiratory	C08	II	20	30	163	357	0.6666666666666666	0.4878005164454384	0.8076950191632386	0.4565826330532213	0.4056483064457203	0.5084413879554871	1.460122699386503	1.1066485631734557	1.9264998556995063	20/30
respiratory	C08	III	12	13	57	97	0.9230769230769231	0.6668604907890041	0.9862895787574434	0.5876288659793815	0.4881546966424226	0.680426759822102	1.5708502024291497	1.2494099691482095	1.9749885301091181	12/13
respiratory	C08	I-Launch	12	46	57	676	0.5484949832775919	0.37549744660513806	0.7214925199500458	0.22027681932286122	0.17516421235224938	0.26538942629347306	3.0938215102974826	1.7917943626546748	5.34198105378464	12/46
neurology	C10	Preclinical	116	153	1370	2299	0.7581699346405228	0.6845364673150655	0.8191568838817962	0.5959112657677251	0.575708440863045	0.6157941040954084	1.2722866275463955	1.1562760477307072	1.3999366896946854	116/153
neurology	C10	I	93	105	958	1201	0.8857142857142857	0.8107987321190485	0.9334029799642094	0.79766860949209	0.7740153585897118	0.8194237157096124	1.1103787652848194	1.030788150115269	1.1961148391719143	93/105
neurology	C10	II	46	66	359	735	0.696969696969697	0.5778119305445574	0.7944597894198052	0.4884353741496599	0.452452008925156	0.5245389953057994	1.426943530007597	1.1973280008549576	1.7005931844712618	46/66
neurology	C10	III	34	38	155	245	0.8947368421052632	0.7586947827711269	0.9582974265244647	0.6326530612244898	0.5706728820746481	0.6905376103732225	1.4142614601018675	1.2234848291339147	1.6347856793167839	34/38
neurology	C10	I-Launch	34	105	155	1201	0.5523353839143313	0.43908109456716404	0.6655896732614986	0.24648768443808053	0.2158938782047845	0.27708149067137655	2.5090015360983107	1.8346637329136073	3.431194826174783	34/105
ophthalmology	C11	Preclinical	36	48	488	828	0.75	0.6121562719049204	0.8507936632620209	0.5893719806763285	0.5555259060663352	0.6223926124573992	1.2725409836065575	1.0704433644958304	1.5127942389750344	36/48
ophthalmology	C11	I	32	36	388	442	0.8888888888888888	0.7468519140963513	0.9559335969968435	0.8778280542986425	0.8440005588130296	0.9051446662260939	1.0126002290950744	0.897543662585525	1.1424059538336866	32/36
ophthalmology	C11	II	13	18	121	285	0.7222222222222222	0.4912734343970254	0.8750024662044599	0.4245614035087719	0.3685541382016768	0.48257526622813063	1.7011019283746556	1.239234176629603	2.3351097196094277	13/18
ophthalmology	C11	III	6	6	57	82	1	0.6096657120978348	1	0.6951219512195121	0.5886142087835207	0.7841660356300987	1.4385964912280702	1.2464828763307751	1.6603195309556122	6/6
ophthalmology	C11	I-Launch	6	36	57	442	0.6419753086419753	0.4433714915309816	0.8405791257529689	0.25906632821984327	0.20716550869986675	0.3109671477398198	1.2923976608187133	0.5986540249217371	2.7900784829903076	6/36
cardiovascular	C14	Preclinical	57	94	783	1523	0.6063829787234043	0.5053112567832916	0.6991010674099969	0.5141168745896257	0.48901170019644175	0.5391510142436106	1.1794652319230456	0.995040509593414	1.3980719577775989	57/94
cardiovascular	C14	I	48	54	567	715	0.8888888888888888	0.7780529897881872	0.9480697750300044	0.793006993006993	0.7617823492892378	0.8211000023873009	1.1209092690574172	1.0127583219688499	1.2406094940955505	48/54
cardiovascular	C14	II	24	44	225	468	0.5454545454545454	0.4006618319896198	0.6829476585777909	0.4807692307692308	0.43584400108634824	0.5260075919360439	1.1345454545454545	0.8526043148361543	1.509719533470943	24/44
cardiovascular	C14	III	17	20	91	159	0.85	0.6395811352592431	0.9476312541037835	0.5723270440251572	0.49461392600604825	0.6466277465174426	1.4851648351648352	1.182466682801738	1.8653503051637526	17/20
cardiovascular	C14	I-Launch	17	54	91	715	0.41212121212121205	0.271496233513965	0.5527461907284591	0.21820160971104366	0.18144741909103115	0.2549558003310562	2.473544973544974	1.5965573179912618	3.83226124562043	17/54
hematology	C15	Preclinical	68	94	440	567	0.723404255319149	0.6255660780959045	0.8036998027100012	0.7760141093474426	0.7399055425777303	0.8084078203770717	0.9322050290135397	0.8164449309745465	1.0643782368528498	68/94
hematology	C15	I	55	59	305	371	0.9322033898305084	0.838244756312555	0.9733213810286957	0.8221024258760108	0.7799465989168978	0.8576562979236195	1.1339260905807167	1.043066053525949	1.2327008194286713	55/59
hematology	C15	II	41	45	106	202	0.9111111111111111	0.7926642466571064	0.9648888832736299	0.5247524752475248	0.4560678551546824	0.592513223007569	1.7362683438155135	1.4797750199418558	2.0372203349224796	41/45
hematology	C15	III	32	34	49	65	0.9411764705882353	0.8090639309571901	0.9837173447898773	0.7538461538461538	0.6369421680412217	0.8424201314410202	1.2484993997599039	1.0613981056606825	1.4685825637785301	32/34
hematology	C15	I-Launch	32	59	49	371	0.7993796388611941	0.6858806661404909	0.9128786115818973	0.32520944402132523	0.2610934389420714	0.3893254491005791	4.106537530266344	2.89185090697949	5.831438421249705	32/59
congenital	C16	Preclinical	114	152	486	758	0.75	0.6755747457209713	0.8121003606025842	0.6411609498680739	0.6063813777779425	0.6745169607441761	1.169753086419753	1.0519827459273627	1.3007079141609972	114/152
congenital	C16	I	100	104	358	430	0.9615384615384616	0.9052524862309443	0.9849431866560232	0.8325581395348837	0.7943567757312641	0.8648702164917249	1.1549204984959176	1.0906904793830001	1.2229329796667963	100/104
congenital	C16	II	54	63	150	264	0.8571428571428571	0.7502543407837413	0.9229805166527931	0.5681818181818182	0.5078755782502448	0.6265322918327066	1.5085714285714285	1.304066796720148	1.7451466142883654	54/63
congenital	C16	III	42	46	67	98	0.9130434782608695	0.7967533592588116	0.9656641321052741	0.6836734693877551	0.5861612171628962	0.7673293987107721	1.3354964308890331	1.1363020315939547	1.5696097228792765	42/46
congenital	C16	I-Launch	42	104	67	430	0.7525083612040133	0.6470996372134363	0.8579170851945903	0.32340790438797085	0.2664128330234821	0.38040297575245957	2.5918484500574053	1.880518822957561	3.5722473532595833	42/104
dermatology	C17	Preclinical	75	98	1071	1563	0.7653061224489796	0.6723823457806969	0.8382152104812685	0.6852207293666027	0.661766053188955	0.7077671862721662	1.1168753215571943	0.995870255082897	1.2525833335584973	75/98
dermatology	C17	I	53	70	788	989	0.7571428571428571	0.6450496077036256	0.8424813887710942	0.7967644084934277	0.7705591588273519	0.8206732023768666	0.9502719361856418	0.8291420956105142	1.0890977040999212	53/70
dermatology	C17	II	23	33	246	599	0.696969696969697	0.5266186485419944	0.826244685759464	0.41068447412353926	0.3719782509916825	0.4505289796667426	1.6970928800197094	1.3288930920077975	2.1673107195267836	23/33
dermatology	C17	III	13	17	135	179	0.7647058823529411	0.5273820188043502	0.9044495567791987	0.7541899441340782	0.6862118554373264	0.8114870832330346	1.0139433551198256	0.7689100197858603	1.337062986483083	13/17
dermatology	C17	I-Launch	13	70	135	989	0.4035395976572447	0.25297340472662977	0.5541057905878596	0.2467851074515882	0.21441121480842568	0.2791590000947507	1.3605291005291007	0.8129446385221689	2.2769563210989134	13/70
metabolic	C18	Preclinical	172	257	513	1056	0.669260700389105	0.6096182804148315	0.7239176551428858	0.48579545454545453	0.4557568866948421	0.5159369928469324	1.3776594534325437	1.2390936740222869	1.5317208128995077	172/257
metabolic	C18	I	133	155	319	461	0.8580645161290322	0.7944470152490768	0.9043629857677279	0.6919739696312365	0.6483879747006156	0.7323870113538775	1.2400242693902315	1.1351482316037285	1.3545897759135677	133/155
metabolic	C18	II	67	99	91	245	0.6767676767676768	0.5795296789352459	0.7607999935660273	0.37142857142857144	0.3133459658296581	0.4334807876439444	1.8220668220668221	1.473560489508267	2.252997096294677	67/99
metabolic	C18	III	51	57	41	67	0.8947368421052632	0.7887718941661299	0.9508553414762555	0.6119402985074627	0.4922308967212963	0.7195095198328899	1.4621309370988447	1.1846515492538898	1.8046039601838861	51/57
metabolic	C18	I-Launch	51	155	41	461	0.5195829260345389	0.4286523896413411	0.6105134624277367	0.1572802242274836	0.11659515716380375	0.19796529129116347	3.6996066089693156	2.558906050517656	5.348804837270442	51/155
endocrine	C19	Preclinical	46	76	439	799	0.6052631578947368	0.49286296638958565	0.7075341735967012	0.5494367959949937	0.5147826810182224	0.5836178177752059	1.1016065219997602	0.909061406382078	1.3349339448278803	46/76
endocrine	C19	I	29	40	299	401	0.725	0.5716504419378943	0.8389198375233267	0.7456359102244389	0.7008185761257825	0.7857916652607155	0.9723244147157191	0.796679064828086	1.1866946292310003	29/40
endocrine	C19	II	13	21	75	234	0.6190476190476191	0.4087865377511576	0.7924898863143551	0.32051282051282054	0.264032375627508	0.38279118315613286	1.9314285714285713	1.3156985910343555	2.835312245487693	13/21
endocrine	C19	III	13	13	43	64	1	0.7719046276458016	0.9999999999999998	0.671875	0.549991058490915	0.7742944209553081	1.4883720930232558	1.254166532598755	1.7663136670536177	13/13
endocrine	C19	I-Launch	13	40	43	401	0.4488095238095238	0.27494849689031164	0.622670550728736	0.16056863050706568	0.11878845251826134	0.20234880849587003	3.0308139534883725	1.7867912544635989	5.140966074079783	13/40
immune	C20	Preclinical	100	146	981	1740	0.684931506849315	0.6056591654762566	0.7547217359444803	0.5637931034482758	0.54037655925006	0.5869285916150488	1.2148632231578065	1.0801606605716345	1.3663640094060763	100/146
immune	C20	I	68	85	625	862	0.8	0.7028462911516961	0.8712100185598731	0.7250580046403712	0.6943030895915121	0.7538159003774705	1.1033600000000001	0.9845150189170471	1.2365512625080388	68/85
immune	C20	II	28	42	201	477	0.6666666666666666	0.5155250737683379	0.7898753292764271	0.42138364779874216	0.37787243097251283	0.46615100206517895	1.5820895522388059	1.2466250220110833	2.007826978529019	28/42
immune	C20	III	16	22	97	141	0.7272727272727273	0.5184826598759762	0.8684923971201053	0.6879432624113475	0.6073380379088827	0.7585792928852728	1.057169634489222	0.7997957556234206	1.397366300368684	16/22
immune	C20	I-Launch	16	85	97	862	0.3878787878787879	0.2515029153113355	0.5242546604462403	0.2101856448618481	0.1768512221218481	0.2435200676018481	1.672771376591874	1.035467465323297	2.702319649870816	16/85
signs/symptoms	C23	Preclinical	67	117	801	1587	0.5726495726495726	0.4821082285158197	0.6585719665588258	0.504725897920605	0.48014560993885164	0.5292833623304025	1.1345753705304265	0.9630161925987342	1.3366974317851639	67/117
signs/symptoms	C23	I	48	61	562	727	0.7868852459016393	0.6687758459836244	0.8710022625994256	0.7730398899587345	0.7412031181887503	0.802006349758799	1.0179102736129748	0.8881135032402161	1.166676693177794	48/61
signs/symptoms	C23	II	23	40	208	462	0.575	0.42195068541991076	0.7149060744004961	0.45021645021645024	0.4054462224485672	0.49580773610537565	1.2771634615384613	0.9605931482991289	1.6980617760777168	23/40
signs/symptoms	C23	III	15	17	102	164	0.8823529411764706	0.6566364940511413	0.9671202262362072	0.6219512195121951	0.5457484721061191	0.6925716681086547	1.4186851211072664	1.149234312740088	1.7513116781663014	15/17
signs/symptoms	C23	I-Launch	15	61	102	727	0.399228543876567	0.2614071494775772	0.5370499382755567	0.21646096380219237	0.18156413639692248	0.25135779120746227	1.752651880424301	1.0900915793095802	2.8179179366749945	15/61
psychiatry	F03	Preclinical	67	91	807	1299	0.7362637362637363	0.6374942051058354	0.8158940128178807	0.6212471131639723	0.5945473871568167	0.6472318392159239	1.1851382817925569	1.0405672797084964	1.3497952264688584	67/91
psychiatry	F03	I	50	56	551	697	0.8928571428571429	0.7853155482892853	0.9499606442888293	0.7905308464849354	0.7587692061470416	0.819107565985551	1.129439979258491	1.0235465310868785	1.246288886732737	50/56
psychiatry	F03	II	27	42	213	421	0.6428571428571429	0.49166365719455807	0.7701081168438121	0.50593824228028506	0.4583428931545678	0.5534262030487062	1.2706237424547284	0.9951361498145923	1.6223756871765347	27/42
psychiatry	F03	III	17	20	104	158	0.85	0.6395811352592431	0.9476312541037835	0.6582278481012658	0.5813022533705542	0.7276420700700515	1.291346153846154	1.0408127260833973	1.6021853377296589	17/20
psychiatry	F03	I-Launch	17	56	104	697	0.4878826530612245	0.33864262904016157	0.6371226770822875	0.26326466988385533	0.22331054436264558	0.3032187954050651	2.0345123626373627	1.3175172834555384	3.141697346746001	17/56
other	OTH	Preclinical	14	26	240	447	0.5384615384615384	0.3545793874685879	0.7124414646960878	0.5369127516778524	0.4905694392988776	0.5826270233474837	1.0028846153846154	0.6954104745136719	1.446307740012872	14/26
other	OTH	I	10	12	184	218	0.8333333333333334	0.5519691377470266	0.9530348578161463	0.8440366972477065	0.7899650545903808	0.8861934993489854	0.9873188405797101	0.7617422931366021	1.2796959046999559	10/12
other	OTH	II	4	8	64	148	0.5	0.21521606221387762	0.7847839377861224	0.43243243243243246	0.35532427400393823	0.5129593940052218	1.15625	0.5644351416499764	2.3685875733957427	4/8
other	OTH	III	1	1	35	55	1	0.2065493143772375	1	0.6363636363636364	0.5042276149984126	0.7506946846969275	1.5714285714285714	1.2868625134290559	1.9189211973561595	1/1
other	OTH	I-Launch	1	12	35	218	0.4166666666666667	0.10703827563345397	0.7262950576998795	0.23226562676103962	0.16754251735006842	0.2969887361720108	0.519047619047619	0.07756235596010713	3.4734688948536947	1/12
