area	top_mesh_heading	phase	x_yes	n_yes	x_no	n_no	ps_yes	ps_yes_l95	ps_yes_u95	ps_no	ps_no_l95	ps_no_u95	rs	rs_l95	rs_u95
neurology	C10	II	46	66	359	736	0.696969696969697	0.5778119305445574	0.7944597894198052	0.48777173913043476	0.45181723782686545	0.5238532253711662	1.4288849497763148	1.1989327557524359	1.702941378406087
neurology	C10	III	34	38	155	245	0.8947368421052632	0.7586947827711269	0.9582974265244647	0.6326530612244898	0.5706728820746481	0.6905376103732225	1.4142614601018675	1.2234848291339147	1.6347856793167839
neurology	C10	I-Launch	34	105	155	1202	0.5523353839143313	0.43908109456716404	0.6655896732614986	0.24620472736949803	0.2156404943445169	0.2767689603944791	2.5110906298003073	1.836183541657515	3.4340663708263537
ophthalmology	C11	Preclinical	36	48	488	828	0.75	0.6121562719049204	0.8507936632620209	0.5893719806763285	0.5555259060663352	0.6223926124573992	1.2725409836065575	1.0704433644958304	1.5127942389750344
ophthalmology	C11	I	32	36	388	442	0.8888888888888888	0.7468519140963513	0.9559335969968435	0.8778280542986425	0.8440005588130296	0.9051446662260939	1.0126002290950744	0.897543662585525	1.1424059538336866
ophthalmology	C11	II	13	18	121	285	0.7222222222222222	0.4912734343970254	0.8750024662044599	0.4245614035087719	0.3685541382016768	0.48257526622813063	1.7011019283746556	1.239234176629603	2.3351097196094277
ophthalmology	C11	III	6	6	57	82	1	0.6096657120978348	1	0.6951219512195121	0.5886142087835207	0.7841660356300987	1.4385964912280702	1.2464828763307751	1.6603195309556122
ophthalmology	C11	I-Launch	6	36	57	442	0.6419753086419753	0.4433714915309816	0.8405791257529689	0.25906632821984327	0.20716550869986675	0.3109671477398198	1.2923976608187133	0.5986540249217371	2.7900784829903076
cardiovascular	C14	Preclinical	57	94	783	1523	0.6063829787234043	0.5053112567832916	0.6991010674099969	0.5141168745896257	0.48901170019644175	0.5391510142436106	1.1794652319230456	0.995040509593414	1.3980719577775989
cardiovascular	C14	I	48	54	567	715	0.8888888888888888	0.7780529897881872	0.9480697750300044	0.793006993006993	0.7617823492892378	0.8211000023873009	1.1209092690574172	1.0127583219688499	1.2406094940955505
cardiovascular	C14	II	24	44	225	468	0.5454545454545454	0.4006618319896198	0.6829476585777909	0.4807692307692308	0.43584400108634824	0.5260075919360439	1.1345454545454545	0.8526043148361543	1.509719533470943
cardiovascular	C14	III	17	20	91	159	0.85	0.6395811352592431	0.9476312541037835	0.5723270440251572	0.49461392600604825	0.6466277465174426	1.4851648351648352	1.182466682801738	1.8653503051637526
cardiovascular	C14	I-Launch	17	54	91	715	0.41212121212121205	0.271496233513965	0.5527461907284591	0.21820160971104366	0.18144741909103115	0.2549558003310562	2.473544973544974	1.5965573179912618	3.83226124562043
hematology	C15	Preclinical	71	98	439	567	0.7244897959183674	0.6288396121638469	0.80320447390397	0.7742504409171076	0.738059177229007	0.8067505859625056	0.9357305564594859	0.8217179107213253	1.0655623576749862
hematology	C15	I	58	62	304	370	0.9354838709677419	0.8455248427224712	0.9746270944795592	0.8216216216216217	0.7793691672547056	0.8572643424442605	1.1385823429541595	1.0502135345876786	1.2343868261000341
hematology	C15	II	43	48	106	201	0.8958333333333334	0.7783257830561368	0.954678280958187	0.527363184079602	0.4584793262617935	0.5952207404304124	1.698702830188679	1.44380014738084	1.9986085404726572
hematology	C15	III	33	35	50	66	0.9428571428571428	0.8139294257983508	0.9841868381428914	0.7575757575757576	0.6419087139865022	0.8449081505822795	1.2445714285714287	1.0616278118190599	1.459040563530683
hematology	C15	I-Launch	33	62	50	370	0.7901497695852534	0.6776688090471232	0.9026307301233836	0.32825226855077605	0.26417003666927075	0.39233450043228135	3.9387096774193546	2.7819513571028556	5.576457648473292
congenital	C16	Preclinical	119	159	488	765	0.7484276729559748	0.6756643765240825	0.8094700638826904	0.6379084967320261	0.6032406994128432	0.6711981950812795	1.1732523971543458	1.0565780022272582	1.302810757489483
congenital	C16	I	105	109	360	432	0.963302752293578	0.9094227992822939	0.985638298434368	0.8333333333333334	0.7952843593030465	0.8655063804748406	1.1559633027522935	1.0931547822245553	1.2223805622390798
congenital	C16	II	58	67	152	266	0.8656716417910447	0.7639962773866297	0.927689083357045	0.5714285714285714	0.511357523814629	0.6294659069734859	1.5149253731343284	1.3164117941389053	1.7433746008538271
congenital	C16	III	46	50	67	99	0.92	0.8116175308165717	0.968450485911407	0.6767676767676768	0.5795296789352459	0.7607999935660273	1.359402985074627	1.1598125237399337	1.593340680501378
congenital	C16	I-Launch	46	109	67	432	0.7671915651102287	0.6673353319393645	0.8670477982810929	0.32227032227032226	0.2653386469048553	0.3792019976357892	2.721073531425442	1.9938030388262478	3.7136271834468686
dermatology	C17	Preclinical	75	98	1071	1563	0.7653061224489796	0.6723823457806969	0.8382152104812685	0.6852207293666027	0.661766053188955	0.7077671862721662	1.1168753215571943	0.995870255082897	1.2525833335584973
dermatology	C17	I	53	70	788	989	0.7571428571428571	0.6450496077036256	0.8424813887710942	0.7967644084934277	0.7705591588273519	0.8206732023768666	0.9502719361856418	0.8291420956105142	1.0890977040999212
dermatology	C17	II	24	33	246	599	0.7272727272727273	0.5578244099712737	0.8493255911457935	0.41068447412353926	0.3719782509916825	0.4505289796667426	1.7708795269770878	1.4071594166304853	2.228613376710323
dermatology	C17	III	13	18	135	179	0.7222222222222222	0.4912734343970254	0.8750024662044599	0.7541899441340782	0.6862118554373264	0.8114870832330346	0.9576131687242798	0.7105122128516796	1.2906505536810324
dermatology	C17	I-Launch	13	70	135	989	0.3976911976911977	0.24633275864239138	0.5490496367400041	0.2467851074515882	0.21441121480842568	0.2791590000947507	1.3605291005291007	0.8129446385221689	2.2769563210989134
metabolic	C18	Preclinical	176	262	514	1059	0.6717557251908397	0.6127722681972178	0.7257753774531306	0.48536355051935787	0.4553696414304895	0.5154632614989869	1.3840259007336562	1.2461577593936846	1.5371470260985287
metabolic	C18	I	137	159	320	462	0.8616352201257862	0.7993901352081455	0.906818227409309	0.6926406926406926	0.6491227739054826	0.7329814734292603	1.2439858490566038	1.1403304520914714	1.3570634633275118
metabolic	C18	II	69	101	92	246	0.6831683168316832	0.5871490857227591	0.7657647368832343	0.37398373983739835	0.3158922801345518	0.4359503472153947	1.826732673267327	1.4818571472418778	2.25187175821457
metabolic	C18	III	53	59	41	68	0.8983050847457628	0.795361863737675	0.9525520275375954	0.6029411764705882	0.48416055016632126	0.7107129981971936	1.4898718478710213	1.2063110898794325	1.840087637178621
metabolic	C18	I-Launch	53	159	41	462	0.5287799966437322	0.4388115030735901	0.6187484902138743	0.1561836855954503	0.11565249507085772	0.19671487612004285	3.756097560975609	2.6057775177676215	5.414226192132289
endocrine	C19	Preclinical	46	76	439	799	0.6052631578947368	0.49286296638958565	0.7075341735967012	0.5494367959949937	0.5147826810182224	0.5836178177752059	1.1016065219997602	0.909061406382078	1.3349339448278803
endocrine	C19	I	29	40	299	401	0.725	0.5716504419378943	0.8389198375233267	0.7456359102244389	0.7008185761257825	0.7857916652607155	0.9723244147157191	0.796679064828086	1.1866946292310003
endocrine	C19	II	13	21	75	234	0.6190476190476191	0.4087865377511576	0.7924898863143551	0.32051282051282054	0.264032375627508	0.38279118315613286	1.9314285714285713	1.3156985910343555	2.835312245487693
endocrine	C19	III	13	13	43	64	1	0.7719046276458016	0.9999999999999998	0.671875	0.549991058490915	0.7742944209553081	1.4883720930232558	1.254166532598755	1.7663136670536177
endocrine	C19	I-Launch	13	40	43	401	0.4488095238095238	0.27494849689031164	0.622670550728736	0.16056863050706568	0.11878845251826134	0.20234880849587003	3.0308139534883725	1.7867912544635989	5.140966074079783
immune	C20	Preclinical	101	147	982	1742	0.6870748299319728	0.6081611102463782	0.7564601313539084	0.563719862227325	0.5403165360318484	0.5868427766757097	1.2188231708161879	1.084620450021844	1.3696311199816564
immune	C20	I	69	86	626	863	0.8023255813953488	0.7060408872053766	0.8727564818776629	0.7253765932792584	0.6946492527687561	0.7541063945778996	1.1060814324986996	0.9882414370719732	1.2379729177752283
immune	C20	II	29	43	202	478	0.6744186046511628	0.5251621096752948	0.7950670287343129	0.4225941422594142	0.37910087240510987	0.46732164137958015	1.5959014506101772	1.264689366322507	2.013855344941823
immune	C20	III	17	23	97	141	0.7391304347826086	0.5352999516257463	0.8745138395501365	0.6879432624113475	0.6073380379088827	0.7585792928852728	1.0744060959211115	0.8226168634157942	1.403263791796322
immune	C20	I-Launch	17	86	97	863	0.399945916711736	0.2648864901726953	0.5350053432507768	0.21088205835060075	0.17749223687604068	0.24427187982516083	1.7586909614001438	1.1044266791713109	2.8005425403444084
signs/symptoms	C23	Preclinical	67	117	805	1592	0.5726495726495726	0.4821082285158197	0.6585719665588258	0.5056532663316583	0.4811097720157794	0.5301695439215955	1.132494558581515	0.9612976031297507	1.3341798846071082
signs/symptoms	C23	I	48	61	566	731	0.7868852459016393	0.6687758459836244	0.8710022625994256	0.774281805745554	0.7425877438579549	0.8031081952954272	1.0162775879047674	0.8867520533525141	1.164722575800962
signs/symptoms	C23	II	23	40	210	464	0.575	0.42195068541991076	0.7149060744004961	0.4525862068965517	0.40787065218156154	0.4980803934762721	1.2704761904761903	0.9557984929724824	1.688755278894715
signs/symptoms	C23	III	15	17	103	166	0.8823529411764706	0.6566364940511413	0.9671202262362072	0.6204819277108434	0.5447254865972648	0.690788270042267	1.4220445459737292	1.1521839589763743	1.7551109568737668
signs/symptoms	C23	I-Launch	15	61	103	731	0.399228543876567	0.2614071494775772	0.5370499382755567	0.21743502620321375	0.18254597948689794	0.2523240729195296	1.74518542097724	1.0858327473224068	2.804918309106017
psychiatry	F03	Preclinical	67	91	807	1299	0.7362637362637363	0.6374942051058354	0.8158940128178807	0.6212471131639723	0.5945473871568167	0.6472318392159239	1.1851382817925569	1.0405672797084964	1.3497952264688584
psychiatry	F03	I	50	56	551	697	0.8928571428571429	0.7853155482892853	0.9499606442888293	0.7905308464849354	0.7587692061470416	0.819107565985551	1.129439979258491	1.0235465310868785	1.246288886732737
psychiatry	F03	II	27	42	213	421	0.6428571428571429	0.49166365719455807	0.7701081168438121	0.50593824228028506	0.4583428931545678	0.5534262030487062	1.2706237424547284	0.9951361498145923	1.6223756871765347
psychiatry	F03	III	17	20	104	158	0.85	0.6395811352592431	0.9476312541037835	0.6582278481012658	0.5813022533705542	0.7276420700700515	1.291346153846154	1.0408127260833973	1.6021853377296589
psychiatry	F03	I-Launch	17	56	104	697	0.4878826530612245	0.33864262904016157	0.6371226770822875	0.26326466988385533	0.22331054436264558	0.3032187954050651	2.0345123626373627	1.3175172834555384	3.141697346746001
other	OTH	Preclinical	14	26	240	447	0.5384615384615384	0.3545793874685879	0.7124414646960878	0.5369127516778524	0.4905694392988776	0.5826270233474837	1.0028846153846154	0.6954104745136719	1.446307740012872
other	OTH	I	10	12	184	218	0.8333333333333334	0.5519691377470266	0.9530348578161463	0.8440366972477065	0.7899650545903808	0.8861934993489854	0.9873188405797101	0.7617422931366021	1.2796959046999559
other	OTH	II	4	8	64	148	0.5	0.21521606221387762	0.7847839377861224	0.43243243243243246	0.35532427400393823	0.5129593940052218	1.15625	0.5644351416499764	2.3685875733957427
other	OTH	III	1	1	35	55	1	0.2065493143772375	1	0.6363636363636364	0.5042276149984126	0.7506946846969275	1.5714285714285714	1.2868625134290559	1.9189211973561595
other	OTH	I-Launch	1	12	35	218	0.4166666666666667	0.10703827563345397	0.7262950576998795	0.23226562676103962	0.16754251735006842	0.2969887361720108	0.519047619047619	0.07756235596010713	3.4734688948536947
