area	top_mesh_heading	phase	x_yes	n_yes	x_no	n_no	ps_yes	ps_yes_l95	ps_yes_u95	ps_no	ps_no_l95	ps_no_u95	rs	rs_l95	rs_u95
musculoskeletal	C05	III	8	10	72	96	0.8	0.49016247153664183	0.9433178485456247	0.75	0.654901889760503	0.8258603163106593	1.0666666666666667	0.7663010314488202	1.4847660789737143
musculoskeletal	C05	I-Launch	8	30	72	337	0.44	0.2304615061143149	0.6495384938856851	0.3077286215268411	0.2525389630949803	0.3629182799587019	1.2481481481481482	0.6662411543654025	2.338303164729494
digestive	C06	Preclinical	49	69	468	755	0.7101449275362319	0.5942855002638685	0.8038394202073996	0.6198675496688741	0.58471802987914	0.6538034661409771	1.1456397869441348	0.9755074163947002	1.345443919104307
digestive	C06	I	37	40	334	411	0.925	0.8013576647568946	0.9741639742254119	0.8126520681265207	0.772097697567088	0.8474160818188882	1.138248502994012	1.0302315800147812	1.257590700674814
digestive	C06	II	15	26	104	255	0.5769230769230769	0.3894861374659171	0.7445555668634343	0.40784313725490196	0.3493270232297277	0.469094646103553	1.4145710059171597	0.9860623294965573	2.0292947726774213
digestive	C06	III	10	12	50	74	0.8333333333333334	0.5519691377470266	0.9530348578161463	0.6756756756756757	0.5626529887491835	0.7713592509223566	1.2333333333333334	0.9152932905375579	1.6618838211058582
digestive	C06	I-Launch	10	40	50	411	0.44471153846153844	0.2548250374707595	0.6345980394523174	0.2239422763252733	0.17431336838289135	0.27357118426765525	2.0549999999999997	1.1319711775366947	3.730682444750766
respiratory	C08	Preclinical	40	52	508	740	0.7692307692307693	0.6386621744190017	0.8627573907450725	0.6864864864864865	0.6521705384676078	0.7188762709393023	1.1205330102967899	0.9580783159204967	1.3105340203409608
respiratory	C08	I	33	37	368	455	0.8918918918918919	0.7529146845587399	0.9571481005958853	0.8087912087912088	0.7701309334548717	0.842281032809513	1.102746768507638	0.9773151843742027	1.2442766211932983
respiratory	C08	II	17	24	121	251	0.7083333333333334	0.5083230633550337	0.8508535180303913	0.4820717131474104	0.4209929039707011	0.5436910213150493	1.4693526170798898	1.1028021895497517	1.9577374199818998
respiratory	C08	III	12	13	57	80	0.9230769230769231	0.6668604907890041	0.9862895787574434	0.7125	0.6053965378701004	0.8001307570773009	1.2955465587044535	1.0503985478667652	1.5979086120974426
respiratory	C08	I-Launch	12	37	57	455	0.5831600831600832	0.3952438604831136	0.7710763058370527	0.2778004465653868	0.2237068241557009	0.33189406897507273	2.5889046941678524	1.5320282779398586	4.3748719341507165
neurology	C10	Preclinical	98	124	921	1541	0.7903225806451613	0.7104964354189083	0.8527011427703756	0.5976638546398443	0.5729669627869548	0.6218750375240534	1.3223529823824034	1.1971313179928815	1.460673013673538
neurology	C10	I	80	90	640	796	0.8888888888888888	0.8074221497873896	0.9385168081070228	0.8040201005025126	0.7750115690456583	0.8301083514866201	1.1055555555555554	1.0198473486931492	1.1984666999291314
neurology	C10	II	46	56	277	497	0.8214285714285714	0.7015881796334894	0.9000014324758769	0.5573440643863179	0.5134016573608581	0.6004068123577131	1.4738267148014441	1.2747774547637007	1.7039563863835834
neurology	C10	III	34	38	155	203	0.8947368421052632	0.7586947827711269	0.9582974265244647	0.7635467980295566	0.7005402251378713	0.8167641905728867	1.171816638370119	1.0256371214978015	1.3388304744232968
neurology	C10	I-Launch	34	90	155	796	0.6532999164578112	0.5360250677641054	0.7705747651515169	0.3421574076486047	0.30286391055359496	0.3814509047436144	1.9400716845878134	1.4366209606718647	2.619952126815095
ophthalmology	C11	Preclinical	30	42	317	553	0.7142857142857143	0.5643279073180463	0.828329753739509	0.5732368896925859	0.5316473760551402	0.613815930810598	1.2460567823343849	1.0157618465734848	1.5285645055867871
ophthalmology	C11	I	27	30	244	290	0.9	0.7437891742081593	0.9654001112526658	0.8413793103448276	0.7949083542490697	0.8789244016685429	1.069672131147541	0.9399086400087991	1.2173507290485281
ophthalmology	C11	II	13	16	97	184	0.8125	0.5699111903802587	0.9340840092857187	0.5271739130434783	0.45521901744990134	0.5980173663749581	1.541237113402062	1.1738813348763284	2.0235536328535084
ophthalmology	C11	III	6	6	57	77	1	0.6096657120978348	1	0.7402597402597403	0.6325779252040777	0.8251080262835838	1.3508771929824561	1.1834665936792792	1.5419693299891333
ophthalmology	C11	I-Launch	6	30	57	290	0.7312500000000001	0.5380027637161341	0.924497236283866	0.3283445939367979	0.2636379427407674	0.39305124513282835	1.0175438596491229	0.47942619959024607	2.1596556616942526
cardiovascular	C14	Preclinical	45	76	592	1102	0.5921052631578947	0.4797855251743951	0.6955619723136058	0.5372050816696915	0.5076878274239985	0.5664638507808027	1.1021959459459458	0.9073948261611907	1.3388173132958479
cardiovascular	C14	I	38	42	429	546	0.9047619047619048	0.7793489419142896	0.9623377511944259	0.7857142857142857	0.7493629377056816	0.818073356874907	1.1515151515151516	1.0341955015710735	1.2821436006583093
cardiovascular	C14	II	22	34	183	353	0.6470588235294118	0.47913963119781744	0.785120794051205	0.5184135977337111	0.46637251692794013	0.5700582275347774	1.248151719704275	0.9548760924565876	1.6315024825815991
cardiovascular	C14	III	17	19	91	139	0.8947368421052632	0.6860591728889098	0.9706414397011297	0.6546762589928058	0.5724320683545662	0.7286009815387214	1.366685945633314	1.1235829130332968	1.662387752897657
cardiovascular	C14	I-Launch	17	42	91	546	0.5238095238095238	0.36181924374279484	0.6857998038762528	0.2666659873234557	0.22312814401253733	0.31020383063437407	2.428571428571429	1.608620796976003	3.6664695587430325
hematology	C15	Preclinical	60	81	270	342	0.7407407407407407	0.6359565111747224	0.8237244106541146	0.7894736842105263	0.7431715350742859	0.8293451339080052	0.9382716049382716	0.815711086500845	1.0792468304064518
hematology	C15	I	50	52	203	231	0.9615384615384616	0.8701881084254424	0.9893882889986846	0.8787878787878788	0.8303921928936236	0.9147913912946171	1.0941644562334218	1.0176977571672783	1.1763766293608893
hematology	C15	II	42	45	89	140	0.9333333333333333	0.8214339803640811	0.977067967400749	0.6357142857142857	0.5533637535553209	0.7108159920586955	1.4681647940074907	1.2665463448460608	1.7018783964238147
hematology	C15	III	33	35	50	59	0.9428571428571428	0.8139294257983508	0.9841868381428914	0.847457627118644	0.7348201621622643	0.9176153600140352	1.1125714285714285	0.9715448269806152	1.2740690386056337
hematology	C15	I-Launch	33	52	50	231	0.8461538461538461	0.7400474606568791	0.9522602316508132	0.47343899038814286	0.3917089560711615	0.5551690247051242	2.9319230769230766	2.1279061570323954	4.039733096586557
congenital	C16	Preclinical	105	139	323	486	0.7553956834532374	0.6777013950131199	0.819353175740913	0.6646090534979424	0.6214883255964156	0.7051479709416605	1.136601554669577	1.0144011868502365	1.2735228535059142
congenital	C16	I	93	96	258	296	0.96875	0.9121132067546303	0.9893159296287989	0.8716216216216216	0.8286996197913201	0.9050214635614677	1.1114341085271318	1.0502859086647738	1.17614238885478
congenital	C16	II	58	62	130	195	0.9354838709677419	0.8455248427224712	0.9746270944795592	0.6666666666666666	0.5978455483487396	0.7290480501266867	1.403225806451613	1.2459942431043263	1.5802983639683743
congenital	C16	III	46	50	67	88	0.92	0.8116175308165717	0.968450485911407	0.7613636363636364	0.6625735503266281	0.8382895739167237	1.208358208955224	1.0476644792293501	1.3936995957174487
congenital	C16	I-Launch	46	96	67	296	0.83375	0.7414490898847074	0.9260509101152926	0.4424140049140049	0.3717793939192026	0.5130486159088072	2.1169154228855724	1.5739077176573493	2.847264078684961
dermatology	C17	Preclinical	59	76	757	1043	0.7763157894736842	0.6706543206862646	0.8553881717777385	0.725790987535954	0.6979254435520992	0.7519994195027123	1.0696134325245081	0.9426901714117809	1.2136255683280193
dermatology	C17	I	45	55	576	696	0.8181818181818182	0.6966954036336237	0.8981232956555032	0.8275862068965517	0.7977443625430694	0.8538317826718878	0.9886363636363638	0.8688849421370062	1.1248921601751216
dermatology	C17	II	22	28	220	429	0.7857142857142857	0.6046141434627814	0.8978753966710212	0.5128205128205128	0.46561852726903946	0.5597949348100557	1.5321428571428573	1.2366047842608654	1.8983120270693323
dermatology	C17	III	13	17	135	167	0.7647058823529411	0.5273820188043502	0.9044495567791987	0.8083832335329342	0.742026147782713	0.8608720053412496	0.9459694989106753	0.719375467499261	1.2439377394673712
dermatology	C17	I-Launch	13	55	135	696	0.49159663865546216	0.318782005269865	0.6644112720410593	0.34308041741450784	0.30088661906957687	0.3852742157594388	1.2185858585858587	0.7401554951616314	2.006269634492355
metabolic	C18	Preclinical	151	219	359	753	0.6894977168949772	0.6253929236943662	0.7470691865397293	0.4767596281540505	0.4412941112978305	0.5124610647802127	1.4462166596710802	1.287586499523204	1.6243899943690614
metabolic	C18	I	123	137	238	324	0.8978102189781022	0.8357726741747268	0.93814717096667	0.7345679012345679	0.683942505642966	0.779696231650273	1.2222290376004417	1.1209917866986943	1.3326090682190026
metabolic	C18	II	67	92	81	184	0.7282608695652174	0.6295814700794521	0.8086422435075468	0.44021739130434784	0.3704396981189733	0.5124402574663359	1.654320987654321	1.3473493676765569	2.031231094065096
metabolic	C18	III	53	58	41	61	0.9137931034482759	0.8135637093712647	0.9626146168738088	0.6721311475409836	0.5472180631353664	0.7766488020144636	1.359545836837679	1.1217397921511796	1.6477661712597569
metabolic	C18	I-Launch	53	137	41	324	0.5974745291587783	0.502885515438606	0.6920635428789506	0.21734675694939418	0.1633029979155758	0.27139051598321257	3.057147943742211	2.1428268032704136	4.361600076899819
endocrine	C19	Preclinical	41	65	300	563	0.6307692307692307	0.5092381736255003	0.737706041259291	0.5328596802841918	0.4915642421152222	0.5737097413315391	1.1837435897435897	0.9677766593052026	1.447905229771754
endocrine	C19	I	26	35	220	276	0.7428571428571429	0.5793069315616083	0.8583697293093956	0.7971014492753623	0.7457287199765663	0.8403173958889228	0.931948051948052	0.7601189784885903	1.1426200320070101
endocrine	C19	II	13	20	70	169	0.65	0.43285427668523635	0.8188081758989179	0.41420118343195267	0.3426481768160374	0.48956800442966364	1.5692857142857144	1.0859122410303412	2.267823825914875
endocrine	C19	III	13	13	43	61	1	0.7719046276458016	0.9999999999999998	0.7049180327868853	0.5811059794277963	0.8044498124172395	1.4186046511627908	1.2060028327643315	1.6686852647666708
endocrine	C19	I-Launch	13	35	43	276	0.4828571428571429	0.3006214485246423	0.6650928371896434	0.23273599401676598	0.17463276723147383	0.29083922080205815	2.3840531561461793	1.430129603736161	3.974261798708367
immune	C20	Preclinical	81	115	736	1260	0.7043478260869566	0.6154327036904665	0.7800521756302491	0.5841269841269842	0.556697188277387	0.6110453703484551	1.205812854442344	1.061736762045463	1.36943985733079
immune	C20	I	56	68	491	648	0.8235294117647058	0.7163955959225665	0.896064127505623	0.7577160493827161	0.7232700399552802	0.7891244932250271	1.0868575536120761	0.9655713409124976	1.223378627546357
immune	C20	II	27	36	177	372	0.75	0.5892954623327166	0.8624952233700516	0.47580645161290325	0.425562967198161	0.5265444983899094	1.576271186440678	1.2692071869990968	1.9576243174904673
immune	C20	III	17	22	97	129	0.7727272727272727	0.5656004682477829	0.8987696001475148	0.751937984496124	0.6708487306573389	0.8184563445581876	1.0276476101218368	0.8024592211581002	1.3160290052683665
immune	C20	I-Launch	17	68	97	648	0.47727272727272724	0.32651055423849673	0.6280349003069577	0.27109333274676695	0.22985887806872507	0.3123277874248088	1.6701030927835052	1.0641358170122328	2.6211356632618314
signs/symptoms	C23	Preclinical	57	99	553	1082	0.5757575757575758	0.4773666401385342	0.6684889337905829	0.511090573012939	0.48131904435189893	0.5407836298507106	1.1265274809578607	0.9420367089747793	1.3471493767311773
signs/symptoms	C23	I	42	52	388	496	0.8076923076923077	0.6810113918634199	0.8920395397526649	0.782258064516129	0.743843052072674	0.8163345703690913	1.0325138778747027	0.8971609370217405	1.1882872559553075
signs/symptoms	C23	II	23	36	160	317	0.6388888888888888	0.47575075485558044	0.7752440705348462	0.5047318611987381	0.4499668535804218	0.5593835589598621	1.265798611111111	0.9675344526545935	1.6560093746478857
signs/symptoms	C23	III	15	17	103	139	0.8823529411764706	0.6566364940511413	0.9671202262362072	0.7410071942446043	0.6623923641861271	0.8066591321592278	1.1907481439177614	0.9754186413240684	1.4536129228767976
signs/symptoms	C23	I-Launch	15	52	103	496	0.4553167420814479	0.30504823863361463	0.6055852455292812	0.2925722920188322	0.24748570189976982	0.33765888213789463	1.389096340552651	0.876748108447221	2.2008472270949024
psychiatry	F03	Preclinical	48	62	492	811	0.7741935483870968	0.6559437908464204	0.8604481696141172	0.6066584463625154	0.5726114250490983	0.6396998143058308	1.2761605035405192	1.1034606196053336	1.4758892178492746
psychiatry	F03	I	40	43	347	434	0.9302325581395349	0.8139101309875802	0.9759884104227854	0.7995391705069125	0.7593197507460749	0.8345024987510332	1.1634608940419542	1.058609678654914	1.2786972188700005
psychiatry	F03	II	24	33	155	270	0.7272727272727273	0.5578244099712737	0.8493255911457935	0.5740740740740741	0.5144592121461021	0.6316107079173576	1.2668621700879765	1.0037219265740709	1.5989884404319414
psychiatry	F03	III	17	19	104	129	0.8947368421052632	0.6860591728889098	0.9706414397011297	0.8062015503875969	0.7295493574027379	0.8651445032438251	1.1098178137651822	0.930796552916228	1.3232704567841063
psychiatry	F03	I-Launch	17	43	104	434	0.6053187938132859	0.44006822949055935	0.7705693581360125	0.37004224601123825	0.31775821268278764	0.42232627933968886	1.6498211091234347	1.0994527338061704	2.475695051197302
other	OTH	Preclinical	10	19	186	331	0.5263157894736842	0.3170780924511316	0.7267019483882041	0.5619335347432024	0.5080758795135539	0.6143701286492383	0.9366157328805885	0.6049977759508851	1.4500037288577716
other	OTH	I	7	8	144	171	0.875	0.5291118177871464	0.9775825085499433	0.8421052631578947	0.7800190491216297	0.88915862068943885	1.0390625	0.7933318384210145	1.3609070336255538
other	OTH	II	4	6	58	115	0.6666666666666666	0.29999331513839217	0.9032285888942195	0.5043478260869565	0.4143158705103379	0.5940987013901028	1.3218390804597702	0.7297366024955589	2.3943688019148857
other	OTH	III	1	1	35	50	1	0.2065493143772375	1	0.7	0.562496495355466	0.8089644649911906	1.4285714285714286	1.1915053870342798	1.7128049513987618
other	OTH	I-Launch	1	8	35	171	0.5833333333333333	0.21697608044028244	0.949690586226384	0.297299771167048	0.2184616307390161	0.37613791159507987	0.6107142857142858	0.09535409283833078	3.9114413201735343
