area	topl	phase	x_yes	n_yes	x_no	n_no	mean_yes	l_yes	u_yes	mean_no	l_no	u_no	rs_mean	rs_l	rs_u	fraction
neurology	C10	Preclinical	89	144	938	1807	0.6180555555555556	0.5366095891532082	0.6933664965213526	0.5190924183729939	0.4960395274946077	0.5420643052091874	1.1906464700307984	1.039403149809792	1.3638971720032067	89/144
neurology	C10	I	73	89	649	938	0.8202247191011236	0.7277487805465439	0.8862010725043955	0.6918976545842217	0.6616177834692927	0.7206121519709734	1.1854711656654144	1.066001178872115	1.318330516398717	73/89
neurology	C10	II	33	73	246	649	0.4520547945205479	0.3431465583267148	0.5657567849019169	0.3790446841294299	0.3425344701857791	0.41697835198760447	1.1926161042432342	0.909440324468005	1.5639653684064763	33/73
neurology	C10	III	20	33	105	246	0.6060606060606061	0.43683440819940234	0.7531689256552291	0.4268292682926829	0.3666123027588473	0.4892963195733797	1.41991341991342	1.0405346008979655	1.9376137211682476	20/33
neurology	C10	I-Launch	20	89	105	938	0.2247191011235955	0.1375369602113805	0.3119012420358105	0.11194029850746268	0.09174214099683918	0.1321384560180862	2.00749063670412	1.3112412478402673	3.0734379833554786	20/89
ophthalmology	C11	Preclinical	33	51	320	631	0.6470588235294118	0.5098605845450522	0.7636551154847915	0.5071315372424723	0.4681980616384353	0.5459787062379394	1.2759191176470588	1.0272320290622532	1.5848119497046849	33/51
ophthalmology	C11	I	29	33	246	320	0.8787878787878788	0.7267449482892477	0.9518383869058643	0.76875	0.7195301014499356	0.8115939881782356	1.1431387041143137	0.9935581244813964	1.3152387008321633	29/33
ophthalmology	C11	II	14	29	93	246	0.4827586206896552	0.3138609015268349	0.6556897811800529	0.3780487804878049	0.3197678453732069	0.4400798585138382	1.2769744160177976	0.8479649636565725	1.9230318810959948	14/29
ophthalmology	C11	III	5	14	45	93	0.35714285714285715	0.1634473175355414	0.6123557689609261	0.4838709677419355	0.3849770248295384	0.5840445075127757	0.7380952380952381	0.35446663223953184	1.5369135793033588	5/14
ophthalmology	C11	I-Launch	5	33	45	320	0.15151515151515152	0.027229739212674298	0.27580056381762874	0.140625	0.10244286687621353	0.1788071331237865	1.0774410774410774	0.4597720825761305	2.5249016183255706	5/33
cardiovascular	C14	Preclinical	47	95	576	1181	0.49473684210526314	0.3963757882123102	0.5935069997196842	0.48772226926333617	0.4593005992794047	0.5162235522565616	1.0143823099415203	0.821046782458748	1.2532434115884175	47/95
cardiovascular	C14	I	42	47	416	576	0.8936170212765957	0.7740573065626164	0.9536952178189182	0.7222222222222222	0.6842635589746924	0.7572364340072918	1.237315875613748	1.1074506079041304	1.382409802404792	42/47
cardiovascular	C14	II	20	42	164	416	0.47619047619047616	0.3335960123070546	0.6227753586865501	0.3942307692307692	0.3484436117691015	0.4419534580029358	1.207897793263647	0.8607610321473702	1.6950315180176407	20/42
cardiovascular	C14	III	15	20	63	164	0.75	0.531299122381256	0.8881382985923343	0.38414634146341464	0.3131658032299738	0.4604300635659911	1.9523809523809523	1.4195490145214533	2.6852129403259486	15/20
cardiovascular	C14	I-Launch	15	47	63	576	0.3191489361702127	0.18508276469017795	0.45321510765024753	0.109375	0.08384590826946928	0.13490409173053072	2.917933130699088	1.8088306149202775	4.707092905770308	15/47
hematology	C15	Preclinical	51	77	266	373	0.6623376623376623	0.5512464830892251	0.7580007814294651	0.7131367292225201	0.6652464289137714	0.7566816691717798	0.9287667219998047	0.7820195063804326	1.103051288179282	51/77
hematology	C15	I	43	51	206	266	0.8431372549019608	0.7198955322701224	0.918307767799513	0.7744360902255639	0.720508484801963	0.8205499598050051	1.088711212640396	0.9512425834766857	1.2460460928870645	43/51
hematology	C15	II	33	43	80	206	0.7674418604651163	0.6225547970219101	0.8684632152061552	0.3883495145631068	0.3244192611646378	0.45636762309303297	1.9761627906976744	1.5582786699346436	2.5061110382148857	33/43
hematology	C15	III	24	33	36	80	0.7272727272727273	0.5578244099712737	0.8493255911457935	0.45	0.3457768918471123	0.5588049211064405	1.6161616161616161	1.173680768349101	2.2254589493087926	24/33
hematology	C15	I-Launch	24	51	36	266	0.4705882352941177	0.33314358394825133	0.608032886639984	0.13533834586466165	0.09410760315103275	0.17656908857829054	3.477124183006536	2.282993495528501	5.295850648602049	24/51
congenital	C16	Preclinical	101	163	319	566	0.6196319018404908	0.5431602946431595	0.6905945542754993	0.5636042402826855	0.5224540822567542	0.6038968507711909	1.0994095813219993	0.9553644686229203	1.2651731011567324	101/163
congenital	C16	I	90	101	252	319	0.8910891089108911	0.8154299832554899	0.9380887190654148	0.7899686520376176	0.7419521144624733	0.8310845725720406	1.128005657708628	1.032361727671262	1.2325105917020658	90/101
congenital	C16	II	56	90	118	252	0.6222222222222222	0.518997640581835	0.7154403176135519	0.46825396825396826	0.40758454525768506	0.5298767244139613	1.3288135593220338	1.0793717522885273	1.6359011357248217	56/90
congenital	C16	III	39	56	50	118	0.6964285714285714	0.5666413471427517	0.8009967491463055	0.423728813559322	0.3383584768394881	0.513908557926655	1.6435714285714285	1.2517205374157516	2.1580911713675084	39/56
congenital	C16	I-Launch	39	101	50	319	0.38613861386138615	0.2909774157624545	0.4812998119603178	0.1567398119122257	0.11676716607395829	0.1967124577504931	2.4635643564356435	1.7292712550989195	3.5096572156651002	39/101
dermatology	C17	Preclinical	60	86	738	1137	0.6976744186046512	0.5938796504460165	0.7845647831852016	0.6490765171503958	0.6208757455915975	0.6762733432488709	1.074872376630743	0.9292836383085473	1.2432701689946406	60/86
dermatology	C17	I	45	60	560	738	0.75	0.6276792992295218	0.8422347746994332	0.7588075880758808	0.7266531805288221	0.7882816420777031	0.9883928571428571	0.8493200331760492	1.1502383105197775	45/60
dermatology	C17	II	21	45	193	560	0.4666666666666667	0.32935132065011297	0.6092254525987463	0.34464285714285714	0.3064592938841598	0.38494332066651415	1.3540587219343696	0.9709630920147758	1.8883055777558198	21/45
dermatology	C17	III	12	21	98	193	0.5714285714285714	0.3654655436930671	0.7553003107462404	0.5077720207253886	0.4377796819694092	0.5774610097932583	1.1253644314868803	0.7576901700244567	1.6714551062671315	12/21
dermatology	C17	I-Launch	12	60	98	738	0.19999999999999998	0.09784225386213519	0.3021577461378648	0.13279132791327913	0.1082796153219665	0.15730304050459176	1.506122448979592	0.8789193416128033	2.5809021646489154	12/60
metabolic	C18	Preclinical	150	234	378	858	0.6410256410256411	0.5777413133191719	0.6997544619222533	0.4405594405594406	0.4076786594347712	0.47397010675527446	1.4550264550264551	1.2879428012273053	1.6437857199942618	150/234
metabolic	C18	I	122	150	252	378	0.8133333333333334	0.7434428016958636	0.8675758451668084	0.6666666666666666	0.6176777360235929	0.7123021472220535	1.2200000000000002	1.0987420327723552	1.3546400843921997	122/150
metabolic	C18	II	63	122	78	252	0.5163934426229508	0.42857983422345886	0.6032061927146063	0.30952380952380953	0.2556637321341521	0.3691038858957258	1.6683480453972257	1.296741093767845	2.1464463600002572	63/122
metabolic	C18	III	47	63	35	78	0.746031746031746	0.6265881256339354	0.8371958872667884	0.44871794871794873	0.3433437231709859	0.5589063085943674	1.6625850340136055	1.2502018403070758	2.2109941820650967	47/63
metabolic	C18	I-Launch	47	150	35	378	0.31333333333333335	0.23894724423895214	0.38771942242771457	0.09259259259259259	0.0632749760857405	0.12191020909944468	3.3840000000000003	2.2806231993618082	5.021195962228434	47/150
endocrine	C19	Preclinical	43	70	312	618	0.6142857142857143	0.49715735589304233	0.719523086984611	0.5048543689320388	0.46552751481565746	0.5441212468017793	1.2167582417582419	0.9948216624044793	1.4882070574420798	43/70
endocrine	C19	I	30	43	232	312	0.6976744186046512	0.548946358222704	0.8139799986415182	0.7435897435897436	0.6923802801739133	0.7888738293009664	0.9382518043303929	0.7626164326601205	1.1543371092313892	30/43
endocrine	C19	II	12	30	74	232	0.4	0.24590628116801863	0.5767963974667752	0.31896551724137934	0.2623580042431776	0.38147052183516716	1.2540540540540541	0.7784028901370708	2.0203567977663552	12/30
endocrine	C19	III	12	12	41	74	1	0.7575059933447592	1.0000000000000002	0.5540540540540541	0.44093122010669084	0.6618417767153215	1.8048780487804879	1.471210184016474	2.2142211944701877	12/12
endocrine	C19	I-Launch	12	43	41	312	0.27906976744186046	0.1444432791280282	0.4136962557556927	0.13141025641025642	0.09381406954631893	0.1690064432741939	2.123652864435621	1.2146045191036599	3.713061673732109	12/43
immune	C20	Preclinical	79	124	759	1427	0.6370967741935484	0.5495245537453526	0.7164298581773648	0.5318850735809391	0.50594474871766415	0.5576541912201	1.1978090866590165	1.0397881409103624	1.3798451354010908	79/124
immune	C20	I	57	79	509	759	0.7215189873417721	0.6141755025997596	0.8083182643890088	0.6706192358366272	0.636397272307544	0.7031228167033472	1.0758996294546268	0.9299451252486735	1.2447616329523359	57/79
immune	C20	II	27	57	179	509	0.47368421052631576	0.3498716798112529	0.6008198378125882	0.3516699410609037	0.31144018843004	0.39412183780077115	1.3469567774184064	0.9998615240715275	1.8145438308751125	27/57
immune	C20	III	16	27	84	179	0.5925925925925926	0.40726700968064694	0.7548524292560443	0.4692737430167598	0.3975796354040489	0.5422589544270063	1.2627865961199294	0.8903976819182059	1.7909188441560253	16/27
immune	C20	I-Launch	16	79	84	759	0.20253164556962022	0.11327401937990327	0.29178927175933717	0.11067193675889328	0.08832192692292355	0.133021946594863	1.83001808318264	1.1303432729083387	2.962786849837816	16/79
signs	C23	Preclinical	55	111	542	1176	0.4954954954954955	0.404202909697088	0.5870894335884381	0.4608843537414966	0.4325685688603259	0.4894548527509487	1.075097237458861	0.8823029342676538	1.3100195240210353	55/111
signs	C23	I	41	55	373	542	0.7454545454545455	0.6169812871823414	0.8418788522692708	0.6881918819188192	0.6479839434405635	0.7257509510116603	1.0832074092127713	0.9189029162303681	1.2768903772629765	41/55
signs	C23	II	21	41	130	373	0.5121951219512195	0.36484508651543807	0.6574557044556734	0.3485254691689008	0.3019348712643525	0.3982042791528346	1.4696060037523453	1.057202448190977	2.042883848746815	21/41
signs	C23	III	13	21	66	130	0.6190476190476191	0.4087865377511576	0.7924898863143551	0.5076923076923077	0.42277358830900885	0.5921694645956922	1.2193362193362194	0.8373678640212697	1.7755408102780736	13/21
signs	C23	I-Launch	13	55	66	542	0.2363636363636364	0.12312199097284907	0.34960528175442374	0.12177121771217712	0.09419060907463347	0.14935182634972077	1.9410468319559229	1.1469881707275407	3.2848314394177898	13/55
psychiatry	F03	Preclinical	41	61	482	884	0.6721311475409836	0.5472180631353664	0.7766488020144636	0.5452488687782805	0.5122984797274175	0.57780769768207485	1.2327052581457045	1.024178360412312	1.4836890840461865	41/61
psychiatry	F03	I	35	41	340	482	0.8536585365853658	0.7155654195751905	0.9311575185870407	0.7053941908713693	0.6632019839297503	0.7443383698321844	1.210186513629842	1.052875490312765	1.3910015108590807	35/41
psychiatry	F03	II	16	35	125	340	0.45714285714285713	0.30466019288407226	0.6181027493151624	0.36764705882352944	0.3181401913269365	0.42011126820129613	1.2434285714285713	0.8444018457802411	1.8310175658323704	16/35
psychiatry	F03	III	9	16	61	125	0.5625	0.33178556398811904	0.7690134759450764	0.488	0.402046238449991	0.5746693309990089	1.1526639344262295	0.7218932885165917	1.8404855216996774	9/16
psychiatry	F03	I-Launch	9	41	61	482	0.21951219512195122	0.09136094356603247	0.34766344667786997	0.1265560165975104	0.09681860202704017	0.1562934311679806	1.7345061975209917	0.9302650799144891	3.2340370655590713	9/41
other	OTH	Preclinical	11	26	186	320	0.4230769230769231	0.2554444331365657	0.6105138625340829	0.58125	0.5265445971240734	0.6340278020658388	0.727874276261373	0.4602344219985324	1.1511545784480828	11/26
other	OTH	I	8	11	147	186	0.7272727272727273	0.434354698823871	0.902539407099751	0.7903225806451613	0.7262437075715621	0.8426520471856025	0.9202226345083488	0.6360264985843144	1.3314063155329832	8/11
other	OTH	II	4	8	57	147	0.5	0.21521606221387762	0.7847839377861224	0.3877551020408163	0.3128059665410099	0.4684212884988182	1.2894736842105263	0.6263307753395779	2.6547352417258736	4/8
other	OTH	III	1	4	30	57	0.25	0.04558726080970059	0.699358157417598	0.5263157894736842	0.3991801621874119	0.6501283201887472	0.47500000000000003	0.08546971650799066	2.639823895740968	1/4
other	OTH	I-Launch	1	11	30	186	0.09090909090909091	-0.0904366228597202	0.27225480467790203	0.16129032258064513	0.1082374699474125	0.21434317521387775	0.5636363636363637	0.08453282895024711	3.7581369789505263	1/11
